BARANOA,20437-ENERTOTAL S.A. E.S.P.,Numero de suscriptores ,NaN,,NaN,5.00
BARANOA,20437-ENERTOTAL S.A. E.S.P.,Contribuciones,0.00,,0.00,"14,963,712.00"
BARANOA,20437-ENERTOTAL S.A. E.S.P.,Promedio de Facturación total ,NaN,,NaN,"18,168,413.80"
BARANOA,20437-ENERTOTAL S.A. E.S.P.,Promedio de Facturación por consumo,NaN,,NaN,"14,812,624.60"
BARANOA,20437-ENERTOTAL S.A. E.S.P.,Promedio de Consumo,NaN,,NaN,"15,998.60"
BARANOA,20437-ENERTOTAL S.A. E.S.P.,Valor Facturado por unidad de consumo,NaN,,NaN,925.87
BARANOA,20437-ENERTOTAL S.A. E.S.P.,Numero de periodos,0.00,,0.00,1.00
BARANOA,27691-QI ENERGY SAS ESP,Facturación total,0,,0,"139,295,702"
BARANOA,27691-QI ENERGY SAS ESP,Facturación por consumo,0,,0,"104,230,584"
BARANOA,27691-QI ENERGY SAS ESP,Consumo total ,0.0,,0.0,"130,581.0"
BARANOA,27691-QI ENERGY SAS ESP,Numero de suscriptores ,NaN,,NaN,1.00
BARANOA,27691-QI ENERGY SAS ESP,Promedio de Facturación total ,NaN,,NaN,"139,295,702.00"
BARANOA,27691-QI ENERGY SAS ESP,Promedio de Facturación por consumo,NaN,,NaN,"104,230,584.00"
BARANOA,27691-QI ENERGY SAS ESP,Promedio de Consumo,NaN,,NaN,"130,581.00"
BARANOA,27691-QI ENERGY SAS ESP,Valor Facturado por unidad de consumo,NaN,,NaN,798.21
BARANOA,27691-QI ENERGY SAS ESP,Numero de periodos,0.00,,0.00,1.00
BARANOA,31191-TERPEL ENERGIA S.A.S E.S.P,Numero de suscriptores ,NaN,,NaN,1.00
BARANOA,31191-TERPEL ENERGIA S.A.S E.S.P,Numero de periodos,0.00,,0.00,1.00
BARANOA,45298-NEU ENERGY SAS ESP,Numero de suscriptores ,NaN,,NaN,1.00
BARANOA,45298-NEU ENERGY SAS ESP,Numero de periodos,0.00,,0.00,1.00
BARANOA,48305-CARIBEMAR DE LA COSTA S.A.S. E.S.P.,Facturación total,0,,0,"19,475,583"
BARANOA,48305-CARIBEMAR DE LA COSTA S.A.S. E.S.P.,Facturación por consumo,0,,0,"15,426,371"
BARANOA,48305-CARIBEMAR DE LA COSTA S.A.S. E.S.P.,Consumo total ,0.0,,0.0,"28,896.0"
BARANOA,48305-CARIBEMAR DE LA COSTA S.A.S. E.S.P.,Contribuciones,0.00,,0.00,"3,197,884.00"
BARANOA,48305-CARIBEMAR DE LA COSTA S.A.S. E.S.P.,Valor Facturado por unidad de consumo,NaN,,NaN,533.86
BARANOA,48307-AIR-E S.A.S. E.S.P.,Facturación total,0,,0,"40,202,547,615"
BARANOA,48307-AIR-E S.A.S. E.S.P.,Facturación por consumo,0,,0,"50,159,966,608"
BARANOA,48307-AIR-E S.A.S. E.S.P.,Consumo total ,0.0,,0.0,"59,477,989.0"
BARANOA,48307-AIR-E S.A.S. E.S.P.,Numero de suscriptores ,NaN,,NaN,"16,732.00"
BARANOA,48307-AIR-E S.A.S. E.S.P.,Subsidios,0.0,,0.0,"13,491,879,689.0"
BARANOA,48307-AIR-E S.A.S. E.S.P.,Contribuciones,0.00,,0.00,"1,847,707,359.00"
BARANOA,48307-AIR-E S.A.S. E.S.P.,Promedio de Facturación total ,NaN,,NaN,"2,402,734.14"
BARANOA,48307-AIR-E S.A.S. E.S.P.,Promedio de Facturación por consumo,NaN,,NaN,"2,997,846.44"
BARANOA,48307-AIR-E S.A.S. E.S.P.,Promedio de Consumo,NaN,,NaN,"3,554.74"
BARANOA,48307-AIR-E S.A.S. E.S.P.,Valor Facturado por unidad de consumo,NaN,,NaN,843.34
BARANOA,48307-AIR-E S.A.S. E.S.P.,Numero de periodos,0.00,,0.00,1.00
BARANOA,59850-ENERBIT SAS ESP,Facturación total,0,,0,"1,606,993"
BARANOA,59850-ENERBIT SAS ESP,Facturación por consumo,0,,0,"1,339,161"
BARANOA,59850-ENERBIT SAS ESP,Consumo total ,0.0,,0.0,"1,578.0"
BARANOA,59850-ENERBIT SAS ESP,Numero de suscriptores ,NaN,,NaN,1.00
BARANOA,59850-ENERBIT SAS ESP,Contribuciones,0.00,,0.00,"267,832.00"
BARANOA,59850-ENERBIT SAS ESP,Promedio de Facturación total ,NaN,,NaN,"1,606,993.00"
BARANOA,59850-ENERBIT SAS ESP,Promedio de Facturación por consumo,NaN,,NaN,"1,339,161.00"
BARANOA,59850-ENERBIT SAS ESP,Promedio de Consumo,NaN,,NaN,"1,578.00"
BARANOA,59850-ENERBIT SAS ESP,Valor Facturado por unidad de consumo,NaN,,NaN,848.64
BARANOA,59850-ENERBIT SAS ESP,Numero de periodos,0.00,,0.00,1.00
BARRANQUILLA,"82-SOCIEDAD DE ACUEDUCTO, ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.",Facturación total,"1,588,865,404,315",,"465,761,275,347",0
BARRANQUILLA,"82-SOCIEDAD DE ACUEDUCTO, ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.",Consumo total ,"108,992,325.0",,"51,036,055.0",0.0
BARRANQUILLA,"82-SOCIEDAD DE ACUEDUCTO, ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.",Numero de suscriptores ,"360,401.00",,"345,614.00",NaN
BARRANQUILLA,"82-SOCIEDAD DE ACUEDUCTO, ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.",Subsidios,"82,608,714,291.0",,"29,165,843,428.0",0.0
BARRANQUILLA,"82-SOCIEDAD DE ACUEDUCTO, ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.",Contribuciones,"72,858,971,911.00",,"23,186,207,652.00",0.00
BARRANQUILLA,"82-SOCIEDAD DE ACUEDUCTO, ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.",Promedio de Facturación total ,"4,408,604.32",,"1,347,634.28",NaN
BARRANQUILLA,"82-SOCIEDAD DE ACUEDUCTO, ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.",Promedio de Consumo,302.42,,147.67,NaN
BARRANQUILLA,"82-SOCIEDAD DE ACUEDUCTO, ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.",Numero de periodos,1.00,,1.00,0.00
BARRANQUILLA,480-ISAGEN S.A. E.S.P.,Facturación total,0,,0,"31,565,513,676"
BARRANQUILLA,480-ISAGEN S.A. E.S.P.,Facturación por consumo,0,,0,"31,406,923,970"
BARRANQUILLA,480-ISAGEN S.A. E.S.P.,Consumo total ,0.0,,0.0,"61,717,674.0"
BARRANQUILLA,480-ISAGEN S.A. E.S.P.,Numero de suscriptores ,NaN,,NaN,14.00
BARRANQUILLA,480-ISAGEN S.A. E.S.P.,Contribuciones,0.00,,0.00,"158,729,706.00"
BARRANQUILLA,480-ISAGEN S.A. E.S.P.,Promedio de Facturación total ,NaN,,NaN,"2,254,679,548.29"
BARRANQUILLA,480-ISAGEN S.A. E.S.P.,Promedio de Facturación por consumo,NaN,,NaN,"2,243,351,712.14"
BARRANQUILLA,480-ISAGEN S.A. E.S.P.,Promedio de Consumo,NaN,,NaN,"4,408,405.29"
BARRANQUILLA,480-ISAGEN S.A. E.S.P.,Valor Facturado por unidad de consumo,NaN,,NaN,508.88
BARRANQUILLA,480-ISAGEN S.A. E.S.P.,Numero de periodos,0.00,,0.00,1.00
BARRANQUILLA,536-CELSIA COLOMBIA S.A. E.S.P.,Facturación total,0,,0,"10,423,806,717"
BARRANQUILLA,536-CELSIA COLOMBIA S.A. E.S.P.,Facturación por consumo,0,,0,"10,028,262,048"
BARRANQUILLA,536-CELSIA COLOMBIA S.A. E.S.P.,Consumo total ,0.0,,0.0,"17,469,313.0"
BARRANQUILLA,536-CELSIA COLOMBIA S.A. E.S.P.,Numero de suscriptores ,NaN,,NaN,7.00
BARRANQUILLA,536-CELSIA COLOMBIA S.A. E.S.P.,Contribuciones,0.00,,0.00,"426,973,984.00"
BARRANQUILLA,536-CELSIA COLOMBIA S.A. E.S.P.,Promedio de Facturación total ,NaN,,NaN,"1,489,115,245.29"
BARRANQUILLA,536-CELSIA COLOMBIA S.A. E.S.P.,Promedio de Facturación por consumo,NaN,,NaN,"1,432,608,864.00"
BARRANQUILLA,536-CELSIA COLOMBIA S.A. E.S.P.,Promedio de Consumo,NaN,,NaN,"2,495,616.14"
BARRANQUILLA,536-CELSIA COLOMBIA S.A. E.S.P.,Valor Facturado por unidad de consumo,NaN,,NaN,574.05
BARRANQUILLA,536-CELSIA COLOMBIA S.A. E.S.P.,Numero de periodos,0.00,,0.00,1.00
BARRANQUILLA,564-EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,Facturación total,0,,0,"25,209,653,888"
BARRANQUILLA,564-EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,Facturación por consumo,0,,0,"22,589,708,267"
BARRANQUILLA,564-EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,Consumo total ,0.0,,0.0,"43,137,943.0"
BARRANQUILLA,564-EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,Numero de suscriptores ,NaN,,NaN,18.00
BARRANQUILLA,564-EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,Contribuciones,0.00,,0.00,"1,958,869,594.00"
BARRANQUILLA,564-EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,Promedio de Facturación total ,NaN,,NaN,"1,400,536,327.11"
BARRANQUILLA,564-EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,Promedio de Facturación por consumo,NaN,,NaN,"1,254,983,792.61"
BARRANQUILLA,564-EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,Promedio de Consumo,NaN,,NaN,"2,396,552.39"
BARRANQUILLA,564-EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,Valor Facturado por unidad de consumo,NaN,,NaN,523.66
BARRANQUILLA,564-EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,Numero de periodos,0.00,,0.00,1.00
BARRANQUILLA,597-ENEL COLOMBIA S.A. E.S.P.,Facturación total,0,,0,"74,148,818,377"
BARRANQUILLA,597-ENEL COLOMBIA S.A. E.S.P.,Facturación por consumo,0,,0,"69,782,907,318"
BARRANQUILLA,597-ENEL COLOMBIA S.A. E.S.P.,Consumo total ,0.0,,0.0,"128,062,887.0"
BARRANQUILLA,597-ENEL COLOMBIA S.A. E.S.P.,Numero de suscriptores ,NaN,,NaN,46.00
BARRANQUILLA,597-ENEL COLOMBIA S.A. E.S.P.,Contribuciones,0.00,,0.00,"3,540,451,255.00"
BARRANQUILLA,597-ENEL COLOMBIA S.A. E.S.P.,Promedio de Facturación total ,NaN,,NaN,"1,611,930,834.28"
BARRANQUILLA,597-ENEL COLOMBIA S.A. E.S.P.,Promedio de Facturación por consumo,NaN,,NaN,"1,517,019,724.30"
BARRANQUILLA,597-ENEL COLOMBIA S.A. E.S.P.,Promedio de Consumo,NaN,,NaN,"2,783,975.80"
BARRANQUILLA,597-ENEL COLOMBIA S.A. E.S.P.,Valor Facturado por unidad de consumo,NaN,,NaN,544.91
BARRANQUILLA,597-ENEL COLOMBIA S.A. E.S.P.,Numero de periodos,0.00,,0.00,1.00
BARRANQUILLA,1737-RUITOQUE S.A. E.S.P.,Facturación total,0,,0,"207,554,861"
BARRANQUILLA,1737-RUITOQUE S.A. E.S.P.,Facturación por consumo,0,,0,"192,234,620"
BARRANQUILLA,1737-RUITOQUE S.A. E.S.P.,Consumo total ,0.0,,0.0,"353,753.0"
BARRANQUILLA,1737-RUITOQUE S.A. E.S.P.,Numero de suscriptores ,NaN,,NaN,1.00
BARRANQUILLA,1737-RUITOQUE S.A. E.S.P.,Promedio de Facturación total ,NaN,,NaN,"207,554,861.00"
BARRANQUILLA,1737-RUITOQUE S.A. E.S.P.,Promedio de Facturación por consumo,NaN,,NaN,"192,234,620.00"
BARRANQUILLA,1737-RUITOQUE S.A. E.S.P.,Promedio de Consumo,NaN,,NaN,"353,753.00"
BARRANQUILLA,1737-RUITOQUE S.A. E.S.P.,Valor Facturado por unidad de consumo,NaN,,NaN,543.41
BARRANQUILLA,1737-RUITOQUE S.A. E.S.P.,Numero de periodos,0.00,,0.00,1.00
BARRANQUILLA,1864-AES COLOMBIA & CIA S C A E S P,Facturación total,0,,0,"9,943,318,442"
BARRANQUILLA,1864-AES COLOMBIA & CIA S C A E S P,Facturación por consumo,0,,0,"9,943,318,442"
BARRANQUILLA,1864-AES COLOMBIA & CIA S C A E S P,Consumo total ,0.0,,0.0,"20,888,097.0"
BARRANQUILLA,1864-AES COLOMBIA & CIA S C A E S P,Numero de suscriptores ,NaN,,NaN,2.00
BARRANQUILLA,1864-AES COLOMBIA & CIA S C A E S P,Promedio de Facturación total ,NaN,,NaN,"4,971,659,221.00"
BARRANQUILLA,1864-AES COLOMBIA & CIA S C A E S P,Promedio de Facturación por consumo,NaN,,NaN,"4,971,659,221.00"
BARRANQUILLA,1864-AES COLOMBIA & CIA S C A E S P,Promedio de Consumo,NaN,,NaN,"10,444,048.50"
BARRANQUILLA,1864-AES COLOMBIA & CIA S C A E S P,Valor Facturado por unidad de consumo,NaN,,NaN,476.03
BARRANQUILLA,1864-AES COLOMBIA & CIA S C A E S P,Numero de periodos,0.00,,0.00,1.00
BARRANQUILLA,2020-DISTRIBUIDORA Y COMERCIALIZADORA DE ENERGIA ELECTRICA S.A. E.S.P.,Facturación total,0,,0,"764,903,824"
BARRANQUILLA,2020-DISTRIBUIDORA Y COMERCIALIZADORA DE ENERGIA ELECTRICA S.A. E.S.P.,Facturación por consumo,0,,0,"563,487,921"
BARRANQUILLA,2020-DISTRIBUIDORA Y COMERCIALIZADORA DE ENERGIA ELECTRICA S.A. E.S.P.,Consumo total ,0.0,,0.0,"911,528.0"
BARRANQUILLA,2020-DISTRIBUIDORA Y COMERCIALIZADORA DE ENERGIA ELECTRICA S.A. E.S.P.,Numero de suscriptores ,NaN,,NaN,1.00
BARRANQUILLA,2020-DISTRIBUIDORA Y COMERCIALIZADORA DE ENERGIA ELECTRICA S.A. E.S.P.,Contribuciones,0.00,,0.00,"105,774,221.00"
BARRANQUILLA,2020-DISTRIBUIDORA Y COMERCIALIZADORA DE ENERGIA ELECTRICA S.A. E.S.P.,Promedio de Facturación total ,NaN,,NaN,"764,903,824.00"
BARRANQUILLA,2020-DISTRIBUIDORA Y COMERCIALIZADORA DE ENERGIA ELECTRICA S.A. E.S.P.,Promedio de Facturación por consumo,NaN,,NaN,"563,487,921.00"
BARRANQUILLA,2020-DISTRIBUIDORA Y COMERCIALIZADORA DE ENERGIA ELECTRICA S.A. E.S.P.,Promedio de Consumo,NaN,,NaN,"911,528.00"
BARRANQUILLA,2020-DISTRIBUIDORA Y COMERCIALIZADORA DE ENERGIA ELECTRICA S.A. E.S.P.,Valor Facturado por unidad de consumo,NaN,,NaN,618.18
BARRANQUILLA,2020-DISTRIBUIDORA Y COMERCIALIZADORA DE ENERGIA ELECTRICA S.A. E.S.P.,Numero de periodos,0.00,,0.00,1.00
BARRANQUILLA,2073-EMPRESA DE ENERGÍA DE PEREIRA S.A. ESP.,Facturación total,0,,0,"519,195,267"
BARRANQUILLA,2073-EMPRESA DE ENERGÍA DE PEREIRA S.A. ESP.,Facturación por consumo,0,,0,"517,962,900"
BARRANQUILLA,2073-EMPRESA DE ENERGÍA DE PEREIRA S.A. ESP.,Consumo total ,0.0,,0.0,"862,212.0"
BARRANQUILLA,2073-EMPRESA DE ENERGÍA DE PEREIRA S.A. ESP.,Numero de suscriptores ,NaN,,NaN,2.00
BARRANQUILLA,2073-EMPRESA DE ENERGÍA DE PEREIRA S.A. ESP.,Contribuciones,0.00,,0.00,263.00
BARRANQUILLA,2073-EMPRESA DE ENERGÍA DE PEREIRA S.A. ESP.,Promedio de Facturación total ,NaN,,NaN,"259,597,633.50"
BARRANQUILLA,2073-EMPRESA DE ENERGÍA DE PEREIRA S.A. ESP.,Promedio de Facturación por consumo,NaN,,NaN,"258,981,450.00"
BARRANQUILLA,2073-EMPRESA DE ENERGÍA DE PEREIRA S.A. ESP.,Promedio de Consumo,NaN,,NaN,"431,106.00"
BARRANQUILLA,2073-EMPRESA DE ENERGÍA DE PEREIRA S.A. ESP.,Valor Facturado por unidad de consumo,NaN,,NaN,600.74
BARRANQUILLA,2073-EMPRESA DE ENERGÍA DE PEREIRA S.A. ESP.,Numero de periodos,0.00,,0.00,1.00
BARRANQUILLA,2322-VATIA S.A. E.S.P.,Facturación total,0,,0,"171,445,127,390"
BARRANQUILLA,2322-VATIA S.A. E.S.P.,Facturación por consumo,0,,0,"98,369,574,807"
BARRANQUILLA,2322-VATIA S.A. E.S.P.,Consumo total ,0.0,,0.0,"132,926,318.0"
BARRANQUILLA,2322-VATIA S.A. E.S.P.,Numero de suscriptores ,NaN,,NaN,"9,260.00"
BARRANQUILLA,2322-VATIA S.A. E.S.P.,Subsidios,0.0,,0.0,"199,771,566.0"
BARRANQUILLA,2322-VATIA S.A. E.S.P.,Contribuciones,0.00,,0.00,"11,783,641,723.00"
BARRANQUILLA,2322-VATIA S.A. E.S.P.,Promedio de Facturación total ,NaN,,NaN,"18,514,592.59"
BARRANQUILLA,2322-VATIA S.A. E.S.P.,Promedio de Facturación por consumo,NaN,,NaN,"10,623,064.23"
BARRANQUILLA,2322-VATIA S.A. E.S.P.,Promedio de Consumo,NaN,,NaN,"14,354.89"
BARRANQUILLA,2322-VATIA S.A. E.S.P.,Valor Facturado por unidad de consumo,NaN,,NaN,740.03
BARRANQUILLA,2322-VATIA S.A. E.S.P.,Numero de periodos,0.00,,0.00,1.00
BARRANQUILLA,2378-DICELER S.A E.S.P.,Facturación total,0,,0,"1,162,262,678"
BARRANQUILLA,2378-DICELER S.A E.S.P.,Facturación por consumo,0,,0,"780,746,163"
BARRANQUILLA,2378-DICELER S.A E.S.P.,Consumo total ,0.0,,0.0,"930,735.0"
BARRANQUILLA,2378-DICELER S.A E.S.P.,Numero de suscriptores ,NaN,,NaN,11.00
BARRANQUILLA,2378-DICELER S.A E.S.P.,Contribuciones,0.00,,0.00,"149,789,857.00"
BARRANQUILLA,2378-DICELER S.A E.S.P.,Promedio de Facturación total ,NaN,,NaN,"105,660,243.45"
BARRANQUILLA,2378-DICELER S.A E.S.P.,Promedio de Facturación por consumo,NaN,,NaN,"70,976,923.91"
BARRANQUILLA,2378-DICELER S.A E.S.P.,Promedio de Consumo,NaN,,NaN,"84,612.27"
BARRANQUILLA,2378-DICELER S.A E.S.P.,Valor Facturado por unidad de consumo,NaN,,NaN,838.85
BARRANQUILLA,2378-DICELER S.A E.S.P.,Numero de periodos,0.00,,0.00,1.00
BARRANQUILLA,2438-EMPRESAS MUNICIPALES DE CALI   E.I.C.E  E.S.P,Facturación total,0,,0,"2,663,143,939"
BARRANQUILLA,2438-EMPRESAS MUNICIPALES DE CALI   E.I.C.E  E.S.P,Facturación por consumo,0,,0,"2,463,409,589"
BARRANQUILLA,2438-EMPRESAS MUNICIPALES DE CALI   E.I.C.E  E.S.P,Consumo total ,0.0,,0.0,"3,232,567.0"
BARRANQUILLA,2438-EMPRESAS MUNICIPALES DE CALI   E.I.C.E  E.S.P,Numero de suscriptores ,NaN,,NaN,3.00
BARRANQUILLA,2438-EMPRESAS MUNICIPALES DE CALI   E.I.C.E  E.S.P,Contribuciones,0.00,,0.00,"110,295,482.00"
BARRANQUILLA,2438-EMPRESAS MUNICIPALES DE CALI   E.I.C.E  E.S.P,Promedio de Facturación total ,NaN,,NaN,"887,714,646.33"
BARRANQUILLA,2438-EMPRESAS MUNICIPALES DE CALI   E.I.C.E  E.S.P,Promedio de Facturación por consumo,NaN,,NaN,"821,136,529.67"
BARRANQUILLA,2438-EMPRESAS MUNICIPALES DE CALI   E.I.C.E  E.S.P,Promedio de Consumo,NaN,,NaN,"1,077,522.33"
BARRANQUILLA,2438-EMPRESAS MUNICIPALES DE CALI   E.I.C.E  E.S.P,Valor Facturado por unidad de consumo,NaN,,NaN,762.06
BARRANQUILLA,2438-EMPRESAS MUNICIPALES DE CALI   E.I.C.E  E.S.P,Numero de periodos,0.00,,0.00,1.00
BARRANQUILLA,2824-ENERCO S.A. E.S.P.,Facturación total,0,,0,"193,323,819"
BARRANQUILLA,2824-ENERCO S.A. E.S.P.,Facturación por consumo,0,,0,"162,841,373"
BARRANQUILLA,2824-ENERCO S.A. E.S.P.,Consumo total ,0.0,,0.0,"207,743.0"
BARRANQUILLA,2824-ENERCO S.A. E.S.P.,Numero de suscriptores ,NaN,,NaN,12.00
BARRANQUILLA,2824-ENERCO S.A. E.S.P.,Contribuciones,0.00,,0.00,"27,579,052.00"
BARRANQUILLA,2824-ENERCO S.A. E.S.P.,Promedio de Facturación total ,NaN,,NaN,"16,110,318.25"
BARRANQUILLA,2824-ENERCO S.A. E.S.P.,Promedio de Facturación por consumo,NaN,,NaN,"13,570,114.42"
BARRANQUILLA,2824-ENERCO S.A. E.S.P.,Promedio de Consumo,NaN,,NaN,"17,311.92"
BARRANQUILLA,2824-ENERCO S.A. E.S.P.,Valor Facturado por unidad de consumo,NaN,,NaN,783.86
BARRANQUILLA,2824-ENERCO S.A. E.S.P.,Numero de periodos,0.00,,0.00,1.00
BARRANQUILLA,20437-ENERTOTAL S.A. E.S.P.,Facturación total,0,,0,"3,708,984,501"
BARRANQUILLA,20437-ENERTOTAL S.A. E.S.P.,Facturación por consumo,0,,0,"3,332,033,576"
BARRANQUILLA,20437-ENERTOTAL S.A. E.S.P.,Consumo total ,0.0,,0.0,"4,619,345.0"
BARRANQUILLA,20437-ENERTOTAL S.A. E.S.P.,Numero de suscriptores ,NaN,,NaN,105.00
BARRANQUILLA,20437-ENERTOTAL S.A. E.S.P.,Contribuciones,0.00,,0.00,"328,951,630.00"
BARRANQUILLA,20437-ENERTOTAL S.A. E.S.P.,Promedio de Facturación total ,NaN,,NaN,"35,323,661.91"
BARRANQUILLA,20437-ENERTOTAL S.A. E.S.P.,Promedio de Facturación por consumo,NaN,,NaN,"31,733,653.10"
BARRANQUILLA,20437-ENERTOTAL S.A. E.S.P.,Promedio de Consumo,NaN,,NaN,"43,993.76"
BARRANQUILLA,20437-ENERTOTAL S.A. E.S.P.,Valor Facturado por unidad de consumo,NaN,,NaN,721.32
BARRANQUILLA,20437-ENERTOTAL S.A. E.S.P.,Numero de periodos,0.00,,0.00,1.00
BARRANQUILLA,23330-PROFESIONALES EN ENERGÍA S.A E.S.P,Facturación total,0,,0,"89,761,387"
BARRANQUILLA,23330-PROFESIONALES EN ENERGÍA S.A E.S.P,Facturación por consumo,0,,0,"74,620,828"
BARRANQUILLA,23330-PROFESIONALES EN ENERGÍA S.A E.S.P,Consumo total ,0.0,,0.0,"90,224.0"
BARRANQUILLA,23330-PROFESIONALES EN ENERGÍA S.A E.S.P,Numero de suscriptores ,NaN,,NaN,2.00
BARRANQUILLA,23330-PROFESIONALES EN ENERGÍA S.A E.S.P,Contribuciones,0.00,,0.00,"14,861,757.00"
BARRANQUILLA,23330-PROFESIONALES EN ENERGÍA S.A E.S.P,Promedio de Facturación total ,NaN,,NaN,"44,880,693.50"
BARRANQUILLA,23330-PROFESIONALES EN ENERGÍA S.A E.S.P,Promedio de Facturación por consumo,NaN,,NaN,"37,310,414.00"
BARRANQUILLA,23330-PROFESIONALES EN ENERGÍA S.A E.S.P,Promedio de Consumo,NaN,,NaN,"45,112.00"
BARRANQUILLA,23330-PROFESIONALES EN ENERGÍA S.A E.S.P,Valor Facturado por unidad de consumo,NaN,,NaN,827.06
BARRANQUILLA,23330-PROFESIONALES EN ENERGÍA S.A E.S.P,Numero de periodos,0.00,,0.00,1.00
BARRANQUILLA,25984-ITALCOL ENERGIA S.A. ESP.,Facturación total,0,,0,"7,977,721,800"
BARRANQUILLA,25984-ITALCOL ENERGIA S.A. ESP.,Facturación por consumo,0,,0,"7,564,926,269"
BARRANQUILLA,25984-ITALCOL ENERGIA S.A. ESP.,Consumo total ,0.0,,0.0,"14,280,973.0"
BARRANQUILLA,25984-ITALCOL ENERGIA S.A. ESP.,Numero de suscriptores ,NaN,,NaN,3.00
BARRANQUILLA,25984-ITALCOL ENERGIA S.A. ESP.,Contribuciones,0.00,,0.00,"59,385,204.00"
BARRANQUILLA,25984-ITALCOL ENERGIA S.A. ESP.,Promedio de Facturación total ,NaN,,NaN,"2,659,240,600.00"
BARRANQUILLA,25984-ITALCOL ENERGIA S.A. ESP.,Promedio de Facturación por consumo,NaN,,NaN,"2,521,642,089.67"
