fecha,barrio,estrato,consumo_energia_kwh,consumo_agua_m3,consumo_gas_m3,reclamaciones,interrupciones,duracion_promedio_interrupciones,estado_medidor,tecnico_asignado,consumo_sospechoso,fraude_detectado,lectura_estimada
2023-09-01,Ciudadela 20 de Julio,4,178.42897608586551,25.524899544171475,16.56739893845263,0,2,48.64140429973844,,Carlos Ruiz,,0,no
2023-09-01,San José,2,183.90880562605633,20.405916912038823,10.086058185352712,4,0,28.37099082449052,bien,Laura Pérez,,0,no
2023-09-01,San josé,1,122.52741875446421,28.949243769444415,12.935352251955806,1,1,47.477420726737336,bien,,,0,no
2023-09-01,Los Andes,2,84.99212647763898,23.098207102270276,19.436438166524688,1,0,39.137990974514985,bien,Carlos Ruiz,,0,no
2023-09-01,Los andes,1,277.96675501009145,36.23396562299045,4.241364279815757,2,1,37.67751224364462,bien,Juan C.,,0,no
2023-09-01,Rebolo,6,115.70603456242154,36.391168054440676,,4,0,40.689830791852756,bien,Laura Pérez,,0,no
2023-09-01,rebolo,5,310.271729850283,16.208722590125127,13.574937479283468,0,1,23.99220717163315,bien,María G.,,1,no
2023-09-01,Me Quejo,5,123.09611001915698,,,1,1,28.781816994936086,bien,,,0,no
2023-09-01,me quejo,5,236.1098451871378,30.310629139880533,15.75979873219907,2,0,41.949979007768746,bien,Juan C.,,0,no
2023-10-01,La SierrA,4,335.7234270011812,17.39501438061277,27.087836895531325,0,2,25.093076113622967,bien,Juan C.,,0,no
2023/10/01,la sierra,4,230.353086790943,10.850409322173034,15.568937899369196,2,3,24.07687235327421,mal calibrado,Carlos Ruiz,,0,no
2023-10-01,La siera,4,154.68732402441586,32.130976999791834,,2,1,36.417169136399046,bien,Laura Pérez,,0,no
2023-10-01,El Prado,4,220.29888369699407,25.823959599840627,7.505839632350786,1,2,26.102538982134313,,Carlos Ruiz,,0,no
2023-10-01,el prado,4,91.73067150609012,0.0,17.720050231716748,4,1,59.92999517432791,dañado,,,0,no
2023-10-01,Norte Centro Histórico,6,144.91302349941634,31.663027472367894,18.97908704379308,1,1,40.995941132814934,dañado,Laura Pérez,No,0,no
2023-10-01,Norte-Centro Histórico,4,97.07392669149621,33.13068515588715,15.353750709158042,1,3,36.704972350404304,dañado,Juan C.,,0,no
2023-10-01,Las Nieves,3,127.96695722320051,25.296931329054427,0.0,1,0,35.63956786910933,,Carlos Ruiz,,0,no
2023-10-01,las nieves,2,184.53199399176856,25.296927543567307,14.506508553586361,2,0,39.86501643826202,bien,,,0,no
2023-10-01,Ciudadela 20 de Julio,2,83.2244205727114,25.999287299962045,25.71525582640588,1,1,47.18761851697317,bien,Laura Pérez,,0,no
2023-10-01,San José,4,191.89339657616893,16.629140288819606,10.706181355213422,1,3,31.975303135118715,,Carlos Ruiz,sí,0,no
2023-10-01,San josé,1,255.9643308353059,5.151020315500965,0.0,0,2,44.34319911239274,bien,María G.,,0,no
2023-10-01,Los Andes,3,86.39095791525124,,2.386136936939863,3,1,29.537555517475173,dañado,Juan C.,,0,no
2023-10-01,Los andes,2,211.34432043220372,5.210884312258713,16.28351943845409,0,0,34.846901508270044,mal calibrado,María G.,,0,no
2023-10-01,Rebolo,3,226.3433199680871,21.19580368414153,8.18851741382911,2,1,46.68217721816865,bien,María G.,,0,no
2023-10-01,rebolo,2,110.96757289996012,0.0,,3,2,30.550542398753286,bien,Juan C.,No,0,no
2023-10-01,Me Quejo,3,131.55075682105087,38.260097135469366,19.745481099374885,0,2,30.120885918542974,bien,,No,0,no
2023-10-01,me quejo,3,239.36762976074456,22.992925804064917,24.112189025791587,0,1,50.615111967268525,,,,0,sí
2023-11-01,La SierrA,6,187.091735791841,37.2212860568497,13.397119969568275,0,1,35.900428376532865,,Juan C.,,0,no
2023-11-01,la sierra,5,72.22989683762428,10.283859614893485,23.40289735561098,1,0,28.431057210286042,bien,Carlos Ruiz,,0,no
2023-11-01,La siera,4,202.60348208854344,12.921473232568168,9.528012355716218,0,0,43.79592587986366,bien,,,0,no
2023-11-01,El Prado,1,228.5704880626895,33.111588863181055,,1,0,48.281941418490575,bien,,sí,1,no
2023-11-01,el prado,2,,-5.0,30.15501641430759,0,2,35.570131248970846,bien,María G.,sí,0,no
2023-11-01,Norte Centro Histórico,5,201.48738230906056,35.28468426412532,18.554850294027368,2,0,24.551908059789664,bien,,,0,no
2023-11-01,Norte-Centro Histórico,4,22.691472849919847,40.56207129940322,7.277541439948218,2,0,38.07406697809101,mal calibrado,María G.,,0,sí
2023/11/01,Las Nieves,6,245.25897700314374,28.60473488359745,10.918457930017432,4,2,,mal calibrado,Carlos Ruiz,,0,no
2023-11-01,las nieves,1,233.03050149339302,,23.214317002397273,1,2,34.05628249964619,bien,Laura Pérez,,0,no
2023-11-01,Ciudadela 20 de Julio,6,173.12854002257666,28.126894256439954,19.04537359654057,1,2,37.407531794885685,bien,Laura Pérez,,0,no
2023-11-01,San José,6,388.1346491344316,25.65509645631544,2.6746606859092754,4,1,43.28454515695107,dañado,María G.,,0,no
2023-11-01,San josé,4,105.86295180062548,32.87982473801938,12.040316272401197,1,2,46.966314866456514,,Laura Pérez,sí,0,sí
2023-11-01,Los Andes,3,131.21736765444942,700.0,15.10281736310438,1,1,33.79051851392219,bien,,,0,no
2023-11-01,Los andes,5,213.5625955125622,11.125078221978999,11.937791897736126,3,1,37.24684725751886,,,,0,no
2023-11-01,Rebolo,1,254.6072665498472,5.816342670669684,2.6743383161345697,1,1,29.481418541075534,bien,Laura Pérez,,0,no
2023-11-01,rebolo,3,384.65594285346015,14.357524013426115,16.291859122379257,3,2,34.92957201075264,dañado,Juan C.,,0,no
2023-11-01,Me Quejo,4,284.9926897394106,31.159020533653614,10.45514095346853,3,0,27.83177679397195,bien,,no,0,no
2023-11-01,me quejo,6,30.6770706341552,19.17319314157301,14.147767441317015,5,2,46.474093301916064,mal calibrado,María G.,,1,no
2023-12-01,La SierrA,6,155.6620895062549,31.986413719910512,1.4384637846647816,1,0,36.40886246911204,mal calibrado,Laura Pérez,,0,sí
2023-12-01,la sierra,1,38.52485075497188,23.231677141847815,13.96678189590932,1,2,33.0788894727856,,Laura Pérez,,0,no
2023-12-01,La siera,1,291.2399824992597,8.885869878655651,14.638490913844405,0,1,51.6125921454787,bien,Carlos Ruiz,,0,no
2023-12-01,El Prado,3,143.43229947309825,13.977879396382194,18.281419792525167,1,3,33.99845923520047,bien,Laura Pérez,,0,no
2023-12-01,el prado,5,163.70609998584274,11.220174132434389,9.21183752172098,2,1,29.739219677880413,bien,María G.,,0,no
2023-12-01,Norte Centro Histórico,1,178.8784369393929,21.016442876895102,7.0828152595564,2,0,37.470773778063034,bien,María G.,,0,no
2023-12-01,Norte-Centro Histórico,4,186.98648463323275,27.024065691510653,15.677249264713815,0,1,42.94264679621827,bien,,no,0,no
2023-12-01,Las Nieves,1,79.65684614646005,22.935579321666292,5.503927367636164,3,0,30.73242883117646,mal calibrado,Juan C.,,0,no
2023-12-01,las nieves,4,136.65320098650866,26.329617515098263,11.852967732423032,2,2,38.79482057165507,bien,,,0,no
2023-12-01,Ciudadela 20 de Julio,6,324.92038500748134,19.173522149618112,9.19688156239146,1,3,52.698624206769665,mal calibrado,Carlos Ruiz,,0,no
2023-12-01,San José,3,,9.656271720764021,10.024679275155751,3,1,35.73770107886886,dañado,,sí,0,no
2023-12-01,San josé,5,123.27730306682359,14.89563947573033,23.13353669419267,1,3,27.316350526859278,bien,Laura Pérez,,0,no
2023/12/01,Los Andes,3,205.3977547784872,19.68081505356638,14.57269602171003,3,2,27.64141550677165,bien,María G.,,0,no
2023-12-01,Los andes,5,189.06163284302116,5.6172202168263325,21.434602542026425,3,2,28.31855914461006,dañado,María G.,,0,sí
2023-12-01,Rebolo,2,258.6058770902222,26.563608698285485,20.836651374115554,3,0,30.72244312953248,mal calibrado,Carlos Ruiz,,0,no
