,,,TIEMPO,,,,
BARANOA,RECLAMACION,"CLASE DE USO INCORRECTO (INDUSTRIAL, COMERCIAL, OFICIAL, OTROS)",56,149,316,704,210
BARANOA,RECLAMACION,ESTRATO INCORRECTO,17,234,160,333,112
BARANOA,RECLAMACION,COBRO POR CONSUMOS DEJADOS DE FACTURAR O RECUPERACION DE ENERGÍA,20,47,207,297,62
BARANOA,RECLAMACION,QUEJAS ADMINISTRATIVAS,3,191,220,20,0
BARANOA,RECLAMACION,COBRO DE CONSUMO REGISTRADO POR MEDIDOR DE OTRO PREDIO,30,3,91,163,25
BARANOA,RECLAMACION,SUSCRIPTOR QUE EFECTUA EL PAGO PERO ESTE NO ES APLICADO POR LA EMPRESA EN LA FACTURACION,21,107,80,14,0
BARANOA,RECLAMACION,COBRO MULTIPLE Y/O ACUMULADO,42,0,0,94,71
BARANOA,RECLAMACION,TERMINACION DEL CONTRATO,27,49,74,0,0
BARANOA,RECLAMACION,SUBSIDIOS Y CONTRIBUCIONES,18,40,43,34,14
BARANOA,RECLAMACION,SUSPENSION O CORTE DEL SERVICIO,0,4,20,29,0
BARANOA,RECLAMACION,INCONFORMIDAD POR LA NORMALIZACION DEL SERVICIO,19,1,1,9,6
BARANOA,RECLAMACION,DATOS GENERALES INCORRECTOS,35,1,0,0,0
BARANOA,RECLAMACION,SUSPENSION POR MUTUO ACUERDO,22,0,0,0,0
BARANOA,RECLAMACION,VARIACIONES EN LAS CARACTERISTICAS DEL SUMINISTRO O PRESTACION DEL SERVICIO,0,0,12,6,0
BARANOA,RECLAMACION,COBRO DE OTROS BIENES O SERVICIOS EN LA FACTURA,0,9,4,1,0
BARANOA,RECLAMACION,INTERRUPCIONES EN LA PRESTACION DEL SERVICIO,0,1,3,9,0
BARANOA,RECLAMACION,TARIFA INCORRECTA,12,0,0,0,0
BARANOA,RECLAMACION,FALLAS EN LA CONEXION DEL SERVICIO,0,0,5,4,0
BARANOA,RECLAMACION,ESTADO DE LAS INFRAESTRUCTURA,0,0,1,5,0
BARANOA,RECLAMACION,ENTREGA INOPORTUNA O NO ENTREGA DE LA FACTURA,0,0,0,4,0
BARANOA,RECURSO DE REPOSICION,COBRO DE CARGOS RELACIONADOS CON EL SERVICIO PUBLICO,0,6,37,5,0
BARANOA,RECURSO DE REPOSICION,INCONFORMIDAD CON LA MEDICION DEL CONSUMO O PRODUCCION FACTURADO,0,0,18,2,0
BARANOA,RECURSO DE REPOSICION,ESTRATO INCORRECTO,0,0,15,5,0
BARANOA,RECURSO DE REPOSICION,COBROS POR PROMEDIO,4,3,1,0,0
BARANOA,RECURSO DE REPOSICION,COBRO POR SERVICIOS NO PRESTADOS,0,0,5,1,0
BARANOA,RECURSO DE REPOSICION,"COBROS POR CONEXION, RECONEXION, REINSTALACION",0,0,3,1,0
BARANOA,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,COBRO DE CARGOS RELACIONADOS CON EL SERVICIO PUBLICO,14,753,"1,409",103,0
BARANOA,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,INCONFORMIDAD CON LA MEDICION DEL CONSUMO O PRODUCCION FACTURADO,102,612,805,62,0
BARANOA,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,COBROS POR PROMEDIO,248,498,544,21,0
BARANOA,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,COBRO POR SERVICIOS NO PRESTADOS,0,94,262,63,0
BARANOA,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,SOLICITUD DE ROMPIMIENTO DE SOLIDARIDAD,148,24,77,1,0
BARANOA,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,INCONFORMIDAD CON EL CAMBIO O CON EL COBRO DEL MEDIDOR,2,87,104,6,0
BARANOA,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,"COBROS POR CONEXION, RECONEXION, REINSTALACION",4,30,97,11,0
BARANOA,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,"CLASE DE USO INCORRECTO (INDUSTRIAL, COMERCIAL, OFICIAL, OTROS)",9,10,62,5,0
BARANOA,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,COBRO POR CONSUMOS DEJADOS DE FACTURAR O RECUPERACION DE ENERGÍA,0,5,38,0,0
BARANOA,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,SUBSIDIOS Y CONTRIBUCIONES,4,0,38,0,0
BARANOA,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,INTERRUPCIONES EN LA PRESTACION DEL SERVICIO,21,1,0,0,0
BARANOA,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,ESTRATO INCORRECTO,1,0,6,5,0
BARANOA,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,SUSPENSION O CORTE DEL SERVICIO,0,1,10,0,0
BARANOA,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,INCONFORMIDAD POR LA NORMALIZACION DEL SERVICIO,1,5,0,3,0
BARANOA,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,TERMINACION DEL CONTRATO,4,0,0,0,0
BARANOA,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,VARIACIONES EN LAS CARACTERISTICAS DEL SUMINISTRO O PRESTACION DEL SERVICIO,2,1,0,0,0
BARANOA,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,ESTADO DE LAS INFRAESTRUCTURA,0,0,3,0,0
BARANOA,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,COBRO DE CONSUMO REGISTRADO POR MEDIDOR DE OTRO PREDIO,3,0,0,0,0
BARANOA,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,QUEJAS ADMINISTRATIVAS,0,0,1,0,0
BARRANQUILLA,QUEJA,QUEJAS ADMINISTRATIVAS,164,"14,552","21,826","7,351",30
BARRANQUILLA,QUEJA,ENTREGA INOPORTUNA O NO ENTREGA DE LA FACTURA,500,"18,072","16,937","4,577",17
BARRANQUILLA,QUEJA,SUSPENSION O CORTE DEL SERVICIO,"1,197","10,707","17,487","6,041",28
BARRANQUILLA,QUEJA,ESTADO DE LAS INFRAESTRUCTURA,233,"10,473","16,056","6,037",23
BARRANQUILLA,QUEJA,VARIACIONES EN LAS CARACTERISTICAS DEL SUMINISTRO O PRESTACION DEL SERVICIO,"2,575","7,286","10,998","3,362",16
BARRANQUILLA,QUEJA,INTERRUPCIONES EN LA PRESTACION DEL SERVICIO,"3,822","6,553","9,718","3,715",11
BARRANQUILLA,QUEJA,INCONFORMIDAD CON EL CAMBIO O CON EL COBRO DEL MEDIDOR,"1,768","4,399","6,756","2,697",74
BARRANQUILLA,QUEJA,INCONFORMIDAD CON LA MEDICION DEL CONSUMO O PRODUCCION FACTURADO,0,723,"3,567","5,802",235
BARRANQUILLA,QUEJA,FALLAS EN LA CONEXION DEL SERVICIO,31,"2,958","4,957","1,687",4
BARRANQUILLA,QUEJA,SUSCRIPTOR QUE EFECTUA EL PAGO PERO ESTE NO ES APLICADO POR LA EMPRESA EN LA FACTURACION,49,"2,967","3,624","1,440",9
BARRANQUILLA,QUEJA,COBRO DE CARGOS RELACIONADOS CON EL SERVICIO PUBLICO,0,340,"2,160","3,209",128
BARRANQUILLA,QUEJA,INCONFORMIDAD POR LA NORMALIZACION DEL SERVICIO,32,"1,305","1,631",875,14
BARRANQUILLA,QUEJA,COBROS POR PROMEDIO,0,181,"1,040","2,337",168
BARRANQUILLA,QUEJA,NO CONEXION DEL SERVICIO,0,36,65,"1,424",0
BARRANQUILLA,QUEJA,COBRO DE OTROS BIENES O SERVICIOS EN LA FACTURA,6,368,614,310,2
BARRANQUILLA,QUEJA,SOLICITUD DE ROMPIMIENTO DE SOLIDARIDAD,0,21,178,758,0
BARRANQUILLA,QUEJA,NO ATENCION DE CONDICIONES DE SEGURIDAD O RIESGO,60,143,264,83,0
BARRANQUILLA,QUEJA,"COBROS POR CONEXION, RECONEXION, REINSTALACION",0,27,139,349,21
BARRANQUILLA,QUEJA,COBRO POR SERVICIOS NO PRESTADOS,0,27,36,384,8
BARRANQUILLA,QUEJA,DATOS GENERALES INCORRECTOS,31,107,127,50,0
BARRANQUILLA,QUEJA,"CLASE DE USO INCORRECTO (INDUSTRIAL, COMERCIAL, OFICIAL, OTROS)",0,8,16,204,3
BARRANQUILLA,QUEJA,COBRO POR CONSUMOS DEJADOS DE FACTURAR O RECUPERACION DE ENERGÍA,0,2,54,128,1
BARRANQUILLA,QUEJA,COBRO DE CONSUMO REGISTRADO POR MEDIDOR DE OTRO PREDIO,0,2,13,155,0
BARRANQUILLA,QUEJA,ESTRATO INCORRECTO,0,1,20,95,0
BARRANQUILLA,QUEJA,COBRO MULTIPLE Y/O ACUMULADO,0,3,10,24,0
BARRANQUILLA,QUEJA,COBROS INOPORTUNOS,0,5,9,1,4
BARRANQUILLA,QUEJA,TERMINACION DEL CONTRATO,0,0,5,0,0
BARRANQUILLA,QUEJA,TARIFA INCORRECTA,0,0,0,3,0
BARRANQUILLA,RECLAMACION,INCONFORMIDAD CON LA MEDICION DEL CONSUMO O PRODUCCION FACTURADO,"56,902","160,224","262,362","295,543","70,614"
BARRANQUILLA,RECLAMACION,COBRO DE CARGOS RELACIONADOS CON EL SERVICIO PUBLICO,"6,781","80,541","147,447","154,357","39,827"
BARRANQUILLA,RECLAMACION,COBROS POR PROMEDIO,"37,534","50,177","91,990","149,330","45,063"
BARRANQUILLA,RECLAMACION,SOLICITUD DE ROMPIMIENTO DE SOLIDARIDAD,"44,213","50,725","85,710","87,092","19,967"
BARRANQUILLA,RECLAMACION,COBRO POR SERVICIOS NO PRESTADOS,"16,077","15,562","17,505","22,345","5,955"
BARRANQUILLA,RECLAMACION,"COBROS POR CONEXION, RECONEXION, REINSTALACION","3,346","6,196","14,996","19,598","5,200"
BARRANQUILLA,RECLAMACION,INCONFORMIDAD CON EL CAMBIO O CON EL COBRO DEL MEDIDOR,"3,587","7,821","14,500","14,130","3,191"
BARRANQUILLA,RECLAMACION,NO CONEXION DEL SERVICIO,115,"9,002","22,058","8,382",42
BARRANQUILLA,RECLAMACION,"CLASE DE USO INCORRECTO (INDUSTRIAL, COMERCIAL, OFICIAL, OTROS)","2,558","4,977","9,607","14,536","3,779"
BARRANQUILLA,RECLAMACION,COBRO DE CONSUMO REGISTRADO POR MEDIDOR DE OTRO PREDIO,740,"4,184","11,505","12,897","2,543"
BARRANQUILLA,RECLAMACION,SUSCRIPTOR QUE EFECTUA EL PAGO PERO ESTE NO ES APLICADO POR LA EMPRESA EN LA FACTURACION,"2,030","11,090","11,281","1,652",5
BARRANQUILLA,RECLAMACION,QUEJAS ADMINISTRATIVAS,99,"8,697","11,694","1,025",4
BARRANQUILLA,RECLAMACION,COBRO POR CONSUMOS DEJADOS DE FACTURAR O RECUPERACION DE ENERGÍA,"1,021","3,483","5,777","6,154","1,467"
BARRANQUILLA,RECLAMACION,ESTRATO INCORRECTO,"1,450","3,657","5,847","5,198","1,072"
BARRANQUILLA,RECLAMACION,TERMINACION DEL CONTRATO,965,"2,128","2,831",10,0
BARRANQUILLA,RECLAMACION,COBRO MULTIPLE Y/O ACUMULADO,469,911,"1,482","2,362",707
BARRANQUILLA,RECLAMACION,SUBSIDIOS Y CONTRIBUCIONES,116,556,"1,139","1,135",229
BARRANQUILLA,RECLAMACION,COBROS INOPORTUNOS,959,319,745,948,181
BARRANQUILLA,RECLAMACION,TARIFA INCORRECTA,"1,887",297,261,192,28
BARRANQUILLA,RECLAMACION,SUSPENSION O CORTE DEL SERVICIO,0,260,"1,157","1,122",2
BARRANQUILLA,RECLAMACION,INCONFORMIDAD POR LA NORMALIZACION DEL SERVICIO,166,53,268,591,163
BARRANQUILLA,RECLAMACION,ESTADO DE LAS INFRAESTRUCTURA,0,92,379,668,2
BARRANQUILLA,RECLAMACION,VARIACIONES EN LAS CARACTERISTICAS DEL SUMINISTRO O PRESTACION DEL SERVICIO,0,58,364,404,3
BARRANQUILLA,RECLAMACION,SUSPENSION POR MUTUO ACUERDO,811,8,0,0,0
BARRANQUILLA,RECLAMACION,INTERRUPCIONES EN LA PRESTACION DEL SERVICIO,0,49,313,391,0
BARRANQUILLA,RECLAMACION,ENTREGA INOPORTUNA O NO ENTREGA DE LA FACTURA,0,71,266,416,0
BARRANQUILLA,RECLAMACION,DATOS GENERALES INCORRECTOS,521,99,87,27,0
BARRANQUILLA,RECLAMACION,COBRO DE OTROS BIENES O SERVICIOS EN LA FACTURA,15,209,181,20,0
BARRANQUILLA,RECLAMACION,FALLAS EN LA CONEXION DEL SERVICIO,0,16,112,138,1
BARRANQUILLA,RECLAMACION,NO ATENCION DE CONDICIONES DE SEGURIDAD O RIESGO,0,2,7,11,0
BARRANQUILLA,RECURSO DE REPOSICION,INCONFORMIDAD CON LA MEDICION DEL CONSUMO O PRODUCCION FACTURADO,302,975,"1,231",70,0
BARRANQUILLA,RECURSO DE REPOSICION,COBROS POR PROMEDIO,93,206,632,29,0
BARRANQUILLA,RECURSO DE REPOSICION,COBRO DE CARGOS RELACIONADOS CON EL SERVICIO PUBLICO,16,178,498,62,0
BARRANQUILLA,RECURSO DE REPOSICION,SOLICITUD DE ROMPIMIENTO DE SOLIDARIDAD,0,162,84,15,0
BARRANQUILLA,RECURSO DE REPOSICION,COBRO POR SERVICIOS NO PRESTADOS,196,0,0,0,0
BARRANQUILLA,RECURSO DE REPOSICION,INCONFORMIDAD CON EL CAMBIO O CON EL COBRO DEL MEDIDOR,40,48,67,7,0
BARRANQUILLA,RECURSO DE REPOSICION,COBRO DE CONSUMO REGISTRADO POR MEDIDOR DE OTRO PREDIO,0,59,96,5,0
BARRANQUILLA,RECURSO DE REPOSICION,"COBROS POR CONEXION, RECONEXION, REINSTALACION",23,25,76,3,0
BARRANQUILLA,RECURSO DE REPOSICION,"CLASE DE USO INCORRECTO (INDUSTRIAL, COMERCIAL, OFICIAL, OTROS)",11,20,56,1,0
BARRANQUILLA,RECURSO DE REPOSICION,COBRO MULTIPLE Y/O ACUMULADO,0,21,32,1,0
BARRANQUILLA,RECURSO DE REPOSICION,TERMINACION DEL CONTRATO,48,0,0,0,0
BARRANQUILLA,RECURSO DE REPOSICION,QUEJAS ADMINISTRATIVAS,0,18,26,2,0
BARRANQUILLA,RECURSO DE REPOSICION,SUSPENSION O CORTE DEL SERVICIO,2,18,18,0,0
BARRANQUILLA,RECURSO DE REPOSICION,INTERRUPCIONES EN LA PRESTACION DEL SERVICIO,2,13,16,1,0
BARRANQUILLA,RECURSO DE REPOSICION,VARIACIONES EN LAS CARACTERISTICAS DEL SUMINISTRO O PRESTACION DEL SERVICIO,0,12,19,0,0
BARRANQUILLA,RECURSO DE REPOSICION,ESTADO DE LAS INFRAESTRUCTURA,0,12,13,0,0
BARRANQUILLA,RECURSO DE REPOSICION,SUSCRIPTOR QUE EFECTUA EL PAGO PERO ESTE NO ES APLICADO POR LA EMPRESA EN LA FACTURACION,0,13,7,0,0
BARRANQUILLA,RECURSO DE REPOSICION,INCONFORMIDAD POR LA NORMALIZACION DEL SERVICIO,1,2,15,0,0
BARRANQUILLA,RECURSO DE REPOSICION,COBROS INOPORTUNOS,0,0,15,0,0
BARRANQUILLA,RECURSO DE REPOSICION,NO CONEXION DEL SERVICIO,0,0,7,1,0
BARRANQUILLA,RECURSO DE REPOSICION,COBRO POR CONSUMOS DEJADOS DE FACTURAR O RECUPERACION DE ENERGÍA,0,3,5,0,0
BARRANQUILLA,RECURSO DE REPOSICION,ENTREGA INOPORTUNA O NO ENTREGA DE LA FACTURA,0,3,0,0,0
BARRANQUILLA,RECURSO DE REPOSICION,SUSPENSION POR MUTUO ACUERDO,2,0,0,0,0
BARRANQUILLA,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,SOLICITUD DE ROMPIMIENTO DE SOLIDARIDAD,"29,051","29,554","40,580","2,929",0
BARRANQUILLA,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,INCONFORMIDAD CON LA MEDICION DEL CONSUMO O PRODUCCION FACTURADO,"6,326","18,428","31,443","2,923",9
BARRANQUILLA,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,COBROS POR PROMEDIO,"5,540","8,229","15,726","1,873",0
BARRANQUILLA,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,COBRO DE CARGOS RELACIONADOS CON EL SERVICIO PUBLICO,"1,284","7,429","11,448","1,241",5
BARRANQUILLA,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,COBRO POR SERVICIOS NO PRESTADOS,"3,029","3,269","3,659",275,0
BARRANQUILLA,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,INCONFORMIDAD CON EL CAMBIO O CON EL COBRO DEL MEDIDOR,626,793,"1,906",170,0
BARRANQUILLA,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,"CLASE DE USO INCORRECTO (INDUSTRIAL, COMERCIAL, OFICIAL, OTROS)",604,591,"1,210",163,0
BARRANQUILLA,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,COBRO POR CONSUMOS DEJADOS DE FACTURAR O RECUPERACION DE ENERGÍA,253,683,863,72,0
BARRANQUILLA,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,"COBROS POR CONEXION, RECONEXION, REINSTALACION",455,379,832,54,0
BARRANQUILLA,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,ESTRATO INCORRECTO,136,205,698,63,9
BARRANQUILLA,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,COBROS INOPORTUNOS,754,10,104,8,0
BARRANQUILLA,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,COBRO DE CONSUMO REGISTRADO POR MEDIDOR DE OTRO PREDIO,36,203,562,32,0
BARRANQUILLA,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,SUSPENSION O CORTE DEL SERVICIO,70,135,296,21,0
BARRANQUILLA,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,TARIFA INCORRECTA,409,86,8,0,0
BARRANQUILLA,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,SUBSIDIOS Y CONTRIBUCIONES,57,131,251,17,0
BARRANQUILLA,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,COBRO MULTIPLE Y/O ACUMULADO,129,101,165,6,0
BARRANQUILLA,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,QUEJAS ADMINISTRATIVAS,5,106,206,17,0
BARRANQUILLA,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,INTERRUPCIONES EN LA PRESTACION DEL SERVICIO,88,66,34,9,0
BARRANQUILLA,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,INCONFORMIDAD POR LA NORMALIZACION DEL SERVICIO,70,35,45,5,0
BARRANQUILLA,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,ESTADO DE LAS INFRAESTRUCTURA,2,43,81,9,0
BARRANQUILLA,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,SUSCRIPTOR QUE EFECTUA EL PAGO PERO ESTE NO ES APLICADO POR LA EMPRESA EN LA FACTURACION,13,42,58,3,0
BARRANQUILLA,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,TERMINACION DEL CONTRATO,105,1,0,0,0
BARRANQUILLA,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,VARIACIONES EN LAS CARACTERISTICAS DEL SUMINISTRO O PRESTACION DEL SERVICIO,12,22,58,9,0
BARRANQUILLA,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,ENTREGA INOPORTUNA O NO ENTREGA DE LA FACTURA,6,31,44,10,0
BARRANQUILLA,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,NO CONEXION DEL SERVICIO,3,16,39,19,0
BARRANQUILLA,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,FALLAS EN LA CONEXION DEL SERVICIO,0,12,35,7,0
BARRANQUILLA,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,SUSPENSION POR MUTUO ACUERDO,40,0,0,0,0
BARRANQUILLA,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,DATOS GENERALES INCORRECTOS,6,4,8,0,0
BARRANQUILLA,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,COBRO DE OTROS BIENES O SERVICIOS EN LA FACTURA,0,1,7,1,0
BARRANQUILLA,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,NO ATENCION DE CONDICIONES DE SEGURIDAD O RIESGO,0,4,0,0,0
CAMPO DE LA CRUZ,QUEJA,ESTADO DE LAS INFRAESTRUCTURA,0,0,0,3,6
CAMPO DE LA CRUZ,QUEJA,QUEJAS ADMINISTRATIVAS,0,0,2,0,0
CAMPO DE LA CRUZ,QUEJA,INTERRUPCIONES EN LA PRESTACION DEL SERVICIO,0,0,0,2,0
CAMPO DE LA CRUZ,QUEJA,AFECTACION AMBIENTAL,0,0,0,1,1
CAMPO DE LA CRUZ,QUEJA,FALLAS EN LA CONEXION DEL SERVICIO,0,0,0,0,1
CAMPO DE LA CRUZ,RECLAMACION,COBROS POR PROMEDIO,0,0,32,124,263
CAMPO DE LA CRUZ,RECLAMACION,INCONFORMIDAD CON LA MEDICION DEL CONSUMO O PRODUCCION FACTURADO,1,10,21,46,264
CAMPO DE LA CRUZ,RECLAMACION,COBRO POR SERVICIOS NO PRESTADOS,0,0,16,45,169
CAMPO DE LA CRUZ,RECLAMACION,COBRO MULTIPLE Y/O ACUMULADO,0,0,1,10,5
CAMPO DE LA CRUZ,RECLAMACION,SUSPENSION O CORTE DEL SERVICIO,0,0,0,9,0
CAMPO DE LA CRUZ,RECLAMACION,AFECTACION AMBIENTAL,0,0,5,2,0
CAMPO DE LA CRUZ,RECLAMACION,ESTRATO INCORRECTO,0,7,0,0,0
CAMPO DE LA CRUZ,RECLAMACION,SOLICITUD DE ROMPIMIENTO DE SOLIDARIDAD,0,1,3,2,0
CAMPO DE LA CRUZ,RECLAMACION,INCONFORMIDAD CON EL AFORO,0,0,6,0,0
CAMPO DE LA CRUZ,RECLAMACION,SUBSIDIOS Y CONTRIBUCIONES,0,1,0,0,0
CAMPO DE LA CRUZ,RECLAMACION,INCONFORMIDAD POR LA NORMALIZACION DEL SERVICIO,0,0,1,0,0
CAMPO DE LA CRUZ,RECLAMACION,DATOS GENERALES INCORRECTOS,0,0,1,0,0
CAMPO DE LA CRUZ,RECLAMACION,"CLASE DE USO INCORRECTO (INDUSTRIAL, COMERCIAL, OFICIAL, OTROS)",0,0,1,0,0
CAMPO DE LA CRUZ,RECURSO DE REPOSICION,COBROS POR PROMEDIO,0,0,0,0,15
CAMPO DE LA CRUZ,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,COBRO POR SERVICIOS NO PRESTADOS,0,0,0,0,8
CAMPO DE LA CRUZ,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,SOLICITUD DE ROMPIMIENTO DE SOLIDARIDAD,0,0,0,0,5
CANDELARIA,QUEJA,QUEJAS ADMINISTRATIVAS,0,0,0,3,5
CANDELARIA,QUEJA,ESTADO DE LAS INFRAESTRUCTURA,0,0,3,3,1
CANDELARIA,QUEJA,INTERRUPCIONES EN LA PRESTACION DEL SERVICIO,0,0,0,4,2
CANDELARIA,QUEJA,VARIACIONES EN LAS CARACTERISTICAS DEL SUMINISTRO O PRESTACION DEL SERVICIO,0,0,0,1,0
CANDELARIA,QUEJA,NO ATENCION DE CONDICIONES DE SEGURIDAD O RIESGO,0,0,0,1,0
CANDELARIA,QUEJA,AFECTACION AMBIENTAL,0,0,0,0,1
CANDELARIA,RECLAMACION,INCONFORMIDAD CON LA MEDICION DEL CONSUMO O PRODUCCION FACTURADO,7,22,35,55,172
CANDELARIA,RECLAMACION,COBROS POR PROMEDIO,0,2,20,103,70
CANDELARIA,RECLAMACION,COBRO POR SERVICIOS NO PRESTADOS,1,1,16,23,51
CANDELARIA,RECLAMACION,AFECTACION AMBIENTAL,0,0,0,6,0
CANDELARIA,RECLAMACION,ESTRATO INCORRECTO,0,1,4,0,0
CANDELARIA,RECLAMACION,"CLASE DE USO INCORRECTO (INDUSTRIAL, COMERCIAL, OFICIAL, OTROS)",1,1,2,0,0
