,,,TIEMPO,,,,
BARANOA,RECLAMACION,SUBSIDIOS Y CONTRIBUCIONES,0,45,66,51,29
BARANOA,RECLAMACION,TERMINACION DEL CONTRATO,1,49,75,31,0
BARANOA,RECLAMACION,SUSPENSION O CORTE DEL SERVICIO,0,5,19,72,14
BARANOA,RECLAMACION,COBRO MULTIPLE Y/O ACUMULADO,0,0,0,39,11
BARANOA,RECLAMACION,COBRO DE OTROS BIENES O SERVICIOS EN LA FACTURA,0,0,6,13,0
BARANOA,RECLAMACION,ESTADO DE LAS INFRAESTRUCTURA,0,1,0,12,2
BARANOA,RECLAMACION,TARIFA INCORRECTA,6,0,0,0,0
BARANOA,RECLAMACION,ENTREGA INOPORTUNA O NO ENTREGA DE LA FACTURA,0,0,0,4,0
BARANOA,RECLAMACION,DATOS GENERALES INCORRECTOS,2,0,0,2,0
BARANOA,RECURSO DE REPOSICION,COBRO DE CARGOS RELACIONADOS CON EL SERVICIO PUBLICO,0,10,36,10,0
BARANOA,RECURSO DE REPOSICION,COBRO POR SERVICIOS NO PRESTADOS,0,0,8,13,0
BARANOA,RECURSO DE REPOSICION,INCONFORMIDAD CON LA MEDICION DEL CONSUMO O PRODUCCION FACTURADO,0,0,12,6,0
BARANOA,RECURSO DE REPOSICION,"COBROS POR CONEXION, RECONEXION, REINSTALACION",10,0,0,0,0
BARANOA,RECURSO DE REPOSICION,COBRO POR CONSUMOS DEJADOS DE FACTURAR O RECUPERACION DE ENERGÍA,0,0,0,10,0
BARANOA,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,COBRO DE CARGOS RELACIONADOS CON EL SERVICIO PUBLICO,14,602,"1,550",849,0
BARANOA,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,INCONFORMIDAD CON LA MEDICION DEL CONSUMO O PRODUCCION FACTURADO,53,311,704,440,0
BARANOA,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,COBRO POR SERVICIOS NO PRESTADOS,204,113,398,304,0
BARANOA,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,COBROS POR PROMEDIO,115,223,355,274,0
BARANOA,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,SOLICITUD DE ROMPIMIENTO DE SOLIDARIDAD,148,25,87,30,0
BARANOA,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,"COBROS POR CONEXION, RECONEXION, REINSTALACION",0,10,83,94,0
BARANOA,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,INCONFORMIDAD CON EL CAMBIO O CON EL COBRO DEL MEDIDOR,0,18,95,54,0
BARANOA,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,"CLASE DE USO INCORRECTO (INDUSTRIAL, COMERCIAL, OFICIAL, OTROS)",1,0,43,31,0
BARANOA,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,SUBSIDIOS Y CONTRIBUCIONES,0,0,45,19,0
BARANOA,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,COBRO POR CONSUMOS DEJADOS DE FACTURAR O RECUPERACION DE ENERGÍA,0,6,48,10,0
BARANOA,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,SUSPENSION O CORTE DEL SERVICIO,0,1,11,9,0
BARANOA,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,ESTADO DE LAS INFRAESTRUCTURA,0,0,8,3,0
BARANOA,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,ESTRATO INCORRECTO,0,0,0,3,0
BARRANQUILLA,QUEJA,ENTREGA INOPORTUNA O NO ENTREGA DE LA FACTURA,180,"19,648","15,927","9,193","2,373"
BARRANQUILLA,QUEJA,SUSPENSION O CORTE DEL SERVICIO,25,"11,820","15,995","11,694","3,297"
BARRANQUILLA,QUEJA,ESTADO DE LAS INFRAESTRUCTURA,167,"9,427","12,822","11,094","3,277"
BARRANQUILLA,QUEJA,INCONFORMIDAD CON EL CAMBIO O CON EL COBRO DEL MEDIDOR,66,"5,083","6,590","5,213","1,608"
BARRANQUILLA,QUEJA,QUEJAS ADMINISTRATIVAS,67,"5,213","6,213","5,177","1,402"
BARRANQUILLA,QUEJA,SUSCRIPTOR QUE EFECTUA EL PAGO PERO ESTE NO ES APLICADO POR LA EMPRESA EN LA FACTURACION,52,"3,059","3,340","2,975",590
BARRANQUILLA,QUEJA,INCONFORMIDAD CON LA MEDICION DEL CONSUMO O PRODUCCION FACTURADO,0,820,"4,289","4,575",180
BARRANQUILLA,QUEJA,COBRO DE CARGOS RELACIONADOS CON EL SERVICIO PUBLICO,0,368,"2,706","2,634",113
BARRANQUILLA,QUEJA,NO CONEXION DEL SERVICIO,0,30,58,"3,660",12
BARRANQUILLA,QUEJA,COBROS POR PROMEDIO,0,223,"1,293","1,867",105
BARRANQUILLA,QUEJA,FALLAS EN LA CONEXION DEL SERVICIO,12,775,"1,096","1,002",302
BARRANQUILLA,QUEJA,COBRO DE OTROS BIENES O SERVICIOS EN LA FACTURA,6,391,570,858,326
BARRANQUILLA,QUEJA,NO ATENCION DE CONDICIONES DE SEGURIDAD O RIESGO,12,285,412,302,73
BARRANQUILLA,QUEJA,SOLICITUD DE ROMPIMIENTO DE SOLIDARIDAD,0,25,253,462,0
BARRANQUILLA,QUEJA,"COBROS POR CONEXION, RECONEXION, REINSTALACION",0,30,181,311,21
BARRANQUILLA,QUEJA,DATOS GENERALES INCORRECTOS,3,120,121,120,20
BARRANQUILLA,QUEJA,COBRO POR SERVICIOS NO PRESTADOS,0,18,32,249,4
BARRANQUILLA,QUEJA,COBRO POR CONSUMOS DEJADOS DE FACTURAR O RECUPERACION DE ENERGÍA,0,2,72,111,1
BARRANQUILLA,QUEJA,"CLASE DE USO INCORRECTO (INDUSTRIAL, COMERCIAL, OFICIAL, OTROS)",0,11,20,110,4
BARRANQUILLA,QUEJA,ESTRATO INCORRECTO,0,5,20,99,0
BARRANQUILLA,QUEJA,TERMINACION DEL CONTRATO,0,0,2,51,0
BARRANQUILLA,QUEJA,COBROS INOPORTUNOS,0,5,30,3,7
BARRANQUILLA,QUEJA,COBRO MULTIPLE Y/O ACUMULADO,0,5,16,10,0
BARRANQUILLA,QUEJA,TARIFA INCORRECTA,0,0,0,2,0
BARRANQUILLA,QUEJA,SUBSIDIOS Y CONTRIBUCIONES,0,0,0,2,0
BARRANQUILLA,RECLAMACION,INCONFORMIDAD CON LA MEDICION DEL CONSUMO O PRODUCCION FACTURADO,"54,873","181,006","252,586","243,966","70,306"
BARRANQUILLA,RECLAMACION,COBRO DE CARGOS RELACIONADOS CON EL SERVICIO PUBLICO,"6,850","83,539","135,577","124,502","37,569"
BARRANQUILLA,RECLAMACION,COBROS POR PROMEDIO,"34,882","55,627","85,386","121,288","43,371"
BARRANQUILLA,RECLAMACION,SOLICITUD DE ROMPIMIENTO DE SOLIDARIDAD,"35,766","57,034","85,195","74,363","21,061"
BARRANQUILLA,RECLAMACION,COBRO POR SERVICIOS NO PRESTADOS,"25,550","15,535","16,255","16,437","5,564"
BARRANQUILLA,RECLAMACION,NO CONEXION DEL SERVICIO,117,"9,906","20,143","16,493","5,379"
BARRANQUILLA,RECLAMACION,"COBROS POR CONEXION, RECONEXION, REINSTALACION",162,"7,124","14,413","15,823","5,004"
BARRANQUILLA,RECLAMACION,INCONFORMIDAD CON EL CAMBIO O CON EL COBRO DEL MEDIDOR,194,"8,719","14,089","12,744","3,424"
BARRANQUILLA,RECLAMACION,SUSCRIPTOR QUE EFECTUA EL PAGO PERO ESTE NO ES APLICADO POR LA EMPRESA EN LA FACTURACION,602,"12,364","13,619","6,905",925
BARRANQUILLA,RECLAMACION,QUEJAS ADMINISTRATIVAS,108,"9,753","15,898","7,420",29
BARRANQUILLA,RECLAMACION,"CLASE DE USO INCORRECTO (INDUSTRIAL, COMERCIAL, OFICIAL, OTROS)","2,337","5,573","9,004","11,826","3,693"
BARRANQUILLA,RECLAMACION,ESTRATO INCORRECTO,879,"4,134","5,769","4,559","1,262"
BARRANQUILLA,RECLAMACION,COBRO POR CONSUMOS DEJADOS DE FACTURAR O RECUPERACION DE ENERGÍA,52,"3,939","5,432","4,916","1,435"
BARRANQUILLA,RECLAMACION,TERMINACION DEL CONTRATO,398,"2,195","3,826","1,686",0
BARRANQUILLA,RECLAMACION,SUSPENSION O CORTE DEL SERVICIO,0,308,"1,460","2,800",434
BARRANQUILLA,RECLAMACION,COBRO MULTIPLE Y/O ACUMULADO,297,932,"1,257","1,648",617
BARRANQUILLA,RECLAMACION,SUBSIDIOS Y CONTRIBUCIONES,89,658,"1,150",926,227
BARRANQUILLA,RECLAMACION,TARIFA INCORRECTA,"2,221",335,267,132,20
BARRANQUILLA,RECLAMACION,COBROS INOPORTUNOS,795,396,671,644,114
BARRANQUILLA,RECLAMACION,ENTREGA INOPORTUNA O NO ENTREGA DE LA FACTURA,0,76,316,"1,096",53
BARRANQUILLA,RECLAMACION,ESTADO DE LAS INFRAESTRUCTURA,0,61,249,811,98
BARRANQUILLA,RECLAMACION,DATOS GENERALES INCORRECTOS,105,99,138,316,1
BARRANQUILLA,RECLAMACION,COBRO DE OTROS BIENES O SERVICIOS EN LA FACTURA,2,233,236,140,9
BARRANQUILLA,RECLAMACION,SUSPENSION POR MUTUO ACUERDO,155,1,0,0,0
BARRANQUILLA,RECLAMACION,FALLAS EN LA CONEXION DEL SERVICIO,0,2,6,66,3
BARRANQUILLA,RECLAMACION,NO ATENCION DE CONDICIONES DE SEGURIDAD O RIESGO,0,4,5,11,0
BARRANQUILLA,RECURSO DE REPOSICION,INCONFORMIDAD CON LA MEDICION DEL CONSUMO O PRODUCCION FACTURADO,290,"1,053","1,601",658,0
BARRANQUILLA,RECURSO DE REPOSICION,COBROS POR PROMEDIO,93,225,863,537,0
BARRANQUILLA,RECURSO DE REPOSICION,COBRO DE CARGOS RELACIONADOS CON EL SERVICIO PUBLICO,14,189,650,246,0
BARRANQUILLA,RECURSO DE REPOSICION,SOLICITUD DE ROMPIMIENTO DE SOLIDARIDAD,0,176,126,208,0
BARRANQUILLA,RECURSO DE REPOSICION,COBRO POR SERVICIOS NO PRESTADOS,196,0,0,0,0
BARRANQUILLA,RECURSO DE REPOSICION,INCONFORMIDAD CON EL CAMBIO O CON EL COBRO DEL MEDIDOR,4,60,86,34,0
BARRANQUILLA,RECURSO DE REPOSICION,"CLASE DE USO INCORRECTO (INDUSTRIAL, COMERCIAL, OFICIAL, OTROS)",9,25,82,47,0
BARRANQUILLA,RECURSO DE REPOSICION,"COBROS POR CONEXION, RECONEXION, REINSTALACION",2,30,89,39,0
BARRANQUILLA,RECURSO DE REPOSICION,SUSPENSION O CORTE DEL SERVICIO,0,21,33,27,0
BARRANQUILLA,RECURSO DE REPOSICION,COBRO MULTIPLE Y/O ACUMULADO,0,22,36,19,0
BARRANQUILLA,RECURSO DE REPOSICION,ESTADO DE LAS INFRAESTRUCTURA,0,13,16,4,0
BARRANQUILLA,RECURSO DE REPOSICION,SUSCRIPTOR QUE EFECTUA EL PAGO PERO ESTE NO ES APLICADO POR LA EMPRESA EN LA FACTURACION,0,14,8,1,0
BARRANQUILLA,RECURSO DE REPOSICION,ESTRATO INCORRECTO,0,0,0,21,0
BARRANQUILLA,RECURSO DE REPOSICION,NO CONEXION DEL SERVICIO,0,0,13,3,0
BARRANQUILLA,RECURSO DE REPOSICION,COBROS INOPORTUNOS,0,0,15,0,0
BARRANQUILLA,RECURSO DE REPOSICION,NO ATENCION DE CONDICIONES DE SEGURIDAD O RIESGO,0,5,8,0,0
BARRANQUILLA,RECURSO DE REPOSICION,COBRO POR CONSUMOS DEJADOS DE FACTURAR O RECUPERACION DE ENERGÍA,0,3,9,1,0
BARRANQUILLA,RECURSO DE REPOSICION,TERMINACION DEL CONTRATO,12,0,0,0,0
BARRANQUILLA,RECURSO DE REPOSICION,QUEJAS ADMINISTRATIVAS,0,0,0,3,0
BARRANQUILLA,RECURSO DE REPOSICION,ENTREGA INOPORTUNA O NO ENTREGA DE LA FACTURA,0,3,0,0,0
BARRANQUILLA,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,SOLICITUD DE ROMPIMIENTO DE SOLIDARIDAD,"23,759","32,782","53,982","23,682",5
BARRANQUILLA,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,INCONFORMIDAD CON LA MEDICION DEL CONSUMO O PRODUCCION FACTURADO,"6,272","21,176","42,892","23,975",0
BARRANQUILLA,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,COBROS POR PROMEDIO,"5,420","9,338","20,979","14,330",0
BARRANQUILLA,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,COBRO DE CARGOS RELACIONADOS CON EL SERVICIO PUBLICO,"1,139","7,159","14,617","7,851",1
BARRANQUILLA,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,COBRO POR SERVICIOS NO PRESTADOS,"1,812","3,474","5,166","2,143",10
BARRANQUILLA,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,INCONFORMIDAD CON EL CAMBIO O CON EL COBRO DEL MEDIDOR,33,878,"2,527","1,239",0
BARRANQUILLA,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,"CLASE DE USO INCORRECTO (INDUSTRIAL, COMERCIAL, OFICIAL, OTROS)",573,643,"1,487","1,060",1
BARRANQUILLA,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,COBRO POR CONSUMOS DEJADOS DE FACTURAR O RECUPERACION DE ENERGÍA,32,772,"1,315",570,0
BARRANQUILLA,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,"COBROS POR CONEXION, RECONEXION, REINSTALACION",12,406,"1,246",706,0
BARRANQUILLA,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,ESTRATO INCORRECTO,114,255,861,352,5
BARRANQUILLA,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,COBROS INOPORTUNOS,608,12,128,74,0
BARRANQUILLA,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,SUSPENSION O CORTE DEL SERVICIO,0,158,400,251,3
BARRANQUILLA,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,SUBSIDIOS Y CONTRIBUCIONES,55,163,331,125,0
BARRANQUILLA,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,COBRO MULTIPLE Y/O ACUMULADO,29,86,255,191,0
BARRANQUILLA,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,TARIFA INCORRECTA,243,21,11,2,0
BARRANQUILLA,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,ESTADO DE LAS INFRAESTRUCTURA,2,50,96,68,0
BARRANQUILLA,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,SUSCRIPTOR QUE EFECTUA EL PAGO PERO ESTE NO ES APLICADO POR LA EMPRESA EN LA FACTURACION,5,49,84,48,0
BARRANQUILLA,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,ENTREGA INOPORTUNA O NO ENTREGA DE LA FACTURA,0,35,55,52,3
BARRANQUILLA,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,NO CONEXION DEL SERVICIO,3,18,49,41,1
BARRANQUILLA,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,QUEJAS ADMINISTRATIVAS,2,16,40,46,1
BARRANQUILLA,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,TERMINACION DEL CONTRATO,55,0,0,3,0
BARRANQUILLA,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,DATOS GENERALES INCORRECTOS,0,5,9,5,0
BARRANQUILLA,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,NO ATENCION DE CONDICIONES DE SEGURIDAD O RIESGO,0,4,6,1,0
BARRANQUILLA,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,COBRO DE OTROS BIENES O SERVICIOS EN LA FACTURA,0,1,5,4,0
BARRANQUILLA,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,SUSPENSION POR MUTUO ACUERDO,9,0,0,0,0
BARRANQUILLA,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,FALLAS EN LA CONEXION DEL SERVICIO,0,2,0,6,0
CAMPO DE LA CRUZ,QUEJA,AFECTACION AMBIENTAL,0,0,0,24,9
CAMPO DE LA CRUZ,QUEJA,ESTADO DE LAS INFRAESTRUCTURA,0,0,0,8,4
CAMPO DE LA CRUZ,RECLAMACION,COBRO POR SERVICIOS NO PRESTADOS,0,0,70,91,97
CAMPO DE LA CRUZ,RECLAMACION,AFECTACION AMBIENTAL,0,0,15,49,0
CAMPO DE LA CRUZ,RECLAMACION,COBROS POR PROMEDIO,0,0,2,0,15
CAMPO DE LA CRUZ,RECLAMACION,INCONFORMIDAD CON LA MEDICION DEL CONSUMO O PRODUCCION FACTURADO,0,0,2,1,5
CAMPO DE LA CRUZ,RECLAMACION,SOLICITUD DE ROMPIMIENTO DE SOLIDARIDAD,0,0,1,0,0
CAMPO DE LA CRUZ,RECLAMACION,INCONFORMIDAD CON EL AFORO,0,0,1,0,0
CAMPO DE LA CRUZ,RECLAMACION,COBRO DE OTROS BIENES O SERVICIOS EN LA FACTURA,0,0,1,0,0
CAMPO DE LA CRUZ,RECURSO DE REPOSICION,AFECTACION AMBIENTAL,0,0,0,1,0
CANDELARIA,QUEJA,AFECTACION AMBIENTAL,0,0,0,2,2
CANDELARIA,QUEJA,ESTADO DE LAS INFRAESTRUCTURA,0,0,1,0,1
CANDELARIA,RECLAMACION,INCONFORMIDAD CON LA MEDICION DEL CONSUMO O PRODUCCION FACTURADO,0,0,2,0,20
CANDELARIA,RECLAMACION,COBRO POR SERVICIOS NO PRESTADOS,0,0,0,0,10
CANDELARIA,RECLAMACION,AFECTACION AMBIENTAL,0,0,2,3,0
CANDELARIA,RECLAMACION,COBROS POR PROMEDIO,0,0,3,0,0
GALAPA,QUEJA,ENTREGA INOPORTUNA O NO ENTREGA DE LA FACTURA,2,221,255,167,48
GALAPA,QUEJA,SUSPENSION O CORTE DEL SERVICIO,0,140,270,213,58
GALAPA,QUEJA,ESTADO DE LAS INFRAESTRUCTURA,2,71,158,176,49
GALAPA,QUEJA,NO CONEXION DEL SERVICIO,0,0,0,212,0
GALAPA,QUEJA,INCONFORMIDAD CON LA MEDICION DEL CONSUMO O PRODUCCION FACTURADO,0,19,84,55,11
GALAPA,QUEJA,QUEJAS ADMINISTRATIVAS,0,19,45,44,13
GALAPA,QUEJA,COBROS POR PROMEDIO,0,3,35,79,2
GALAPA,QUEJA,INCONFORMIDAD CON EL CAMBIO O CON EL COBRO DEL MEDIDOR,0,23,25,51,9
GALAPA,QUEJA,FALLAS EN LA CONEXION DEL SERVICIO,0,25,49,24,8
GALAPA,QUEJA,COBRO DE OTROS BIENES O SERVICIOS EN LA FACTURA,0,0,26,28,8
GALAPA,QUEJA,"COBROS POR CONEXION, RECONEXION, REINSTALACION",0,2,10,32,2
GALAPA,QUEJA,SUSCRIPTOR QUE EFECTUA EL PAGO PERO ESTE NO ES APLICADO POR LA EMPRESA EN LA FACTURACION,0,18,6,16,0
GALAPA,QUEJA,NO ATENCION DE CONDICIONES DE SEGURIDAD O RIESGO,5,12,10,5,2
GALAPA,QUEJA,COBRO DE CARGOS RELACIONADOS CON EL SERVICIO PUBLICO,0,0,4,15,0
GALAPA,QUEJA,COBRO POR SERVICIOS NO PRESTADOS,0,0,0,6,0
GALAPA,QUEJA,SUBSIDIOS Y CONTRIBUCIONES,0,0,0,3,0
GALAPA,RECLAMACION,INCONFORMIDAD CON LA MEDICION DEL CONSUMO O PRODUCCION FACTURADO,531,"2,869","4,486","4,717","1,262"
GALAPA,RECLAMACION,COBROS POR PROMEDIO,444,"1,595","1,582","2,557","1,024"
GALAPA,RECLAMACION,COBRO DE CARGOS RELACIONADOS CON EL SERVICIO PUBLICO,122,"1,026","1,223","1,584",530
GALAPA,RECLAMACION,"COBROS POR CONEXION, RECONEXION, REINSTALACION",3,479,978,"1,891",684
GALAPA,RECLAMACION,COBRO POR SERVICIOS NO PRESTADOS,619,963,606,602,204
GALAPA,RECLAMACION,SOLICITUD DE ROMPIMIENTO DE SOLIDARIDAD,0,233,"1,128","1,115",313
GALAPA,RECLAMACION,NO CONEXION DEL SERVICIO,1,445,"1,025",929,310
GALAPA,RECLAMACION,"CLASE DE USO INCORRECTO (INDUSTRIAL, COMERCIAL, OFICIAL, OTROS)",32,127,217,317,157
GALAPA,RECLAMACION,SUSCRIPTOR QUE EFECTUA EL PAGO PERO ESTE NO ES APLICADO POR LA EMPRESA EN LA FACTURACION,35,145,289,101,11
GALAPA,RECLAMACION,SUBSIDIOS Y CONTRIBUCIONES,0,10,226,84,23
GALAPA,RECLAMACION,QUEJAS ADMINISTRATIVAS,2,109,145,83,0
GALAPA,RECLAMACION,INCONFORMIDAD CON EL CAMBIO O CON EL COBRO DEL MEDIDOR,0,124,84,77,31
GALAPA,RECLAMACION,COBROS INOPORTUNOS,0,0,75,113,61
GALAPA,RECLAMACION,ESTRATO INCORRECTO,0,36,68,88,20
GALAPA,RECLAMACION,COBRO MULTIPLE Y/O ACUMULADO,8,25,43,29,16
GALAPA,RECLAMACION,TERMINACION DEL CONTRATO,3,30,37,22,0
GALAPA,RECLAMACION,SUSPENSION O CORTE DEL SERVICIO,0,1,8,53,6
GALAPA,RECLAMACION,COBRO POR CONSUMOS DEJADOS DE FACTURAR O RECUPERACION DE ENERGÍA,0,6,24,22,9
GALAPA,RECLAMACION,COBRO DE OTROS BIENES O SERVICIOS EN LA FACTURA,0,20,16,12,0
GALAPA,RECLAMACION,TARIFA INCORRECTA,35,1,0,0,0
GALAPA,RECLAMACION,ENTREGA INOPORTUNA O NO ENTREGA DE LA FACTURA,0,1,6,28,1
GALAPA,RECLAMACION,DATOS GENERALES INCORRECTOS,22,1,1,8,0
GALAPA,RECLAMACION,ESTADO DE LAS INFRAESTRUCTURA,0,0,0,14,2
GALAPA,RECLAMACION,SUSPENSION POR MUTUO ACUERDO,0,0,5,0,0
GALAPA,RECURSO DE REPOSICION,COBRO DE CARGOS RELACIONADOS CON EL SERVICIO PUBLICO,58,58,0,6,0
GALAPA,RECURSO DE REPOSICION,SOLICITUD DE ROMPIMIENTO DE SOLIDARIDAD,0,0,41,61,0
GALAPA,RECURSO DE REPOSICION,COBRO POR SERVICIOS NO PRESTADOS,58,0,0,0,0
GALAPA,RECURSO DE REPOSICION,INCONFORMIDAD CON LA MEDICION DEL CONSUMO O PRODUCCION FACTURADO,2,12,10,12,0
GALAPA,RECURSO DE REPOSICION,COBROS POR PROMEDIO,14,0,3,0,0
GALAPA,RECURSO DE REPOSICION,"COBROS POR CONEXION, RECONEXION, REINSTALACION",0,0,0,2,0
GALAPA,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,INCONFORMIDAD CON LA MEDICION DEL CONSUMO O PRODUCCION FACTURADO,64,302,468,253,8
GALAPA,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,COBROS POR PROMEDIO,23,183,337,225,0
GALAPA,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,SOLICITUD DE ROMPIMIENTO DE SOLIDARIDAD,0,0,441,209,0
GALAPA,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,COBRO POR SERVICIOS NO PRESTADOS,11,152,113,32,0
GALAPA,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,COBRO DE CARGOS RELACIONADOS CON EL SERVICIO PUBLICO,2,88,103,78,0
GALAPA,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,"COBROS POR CONEXION, RECONEXION, REINSTALACION",0,28,67,53,0
GALAPA,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,"CLASE DE USO INCORRECTO (INDUSTRIAL, COMERCIAL, OFICIAL, OTROS)",3,25,40,7,0
GALAPA,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,ESTRATO INCORRECTO,0,0,8,15,0
GALAPA,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,COBROS INOPORTUNOS,0,0,4,7,0
