fecha,barrio,estrato,consumo_energia_kwh,consumo_agua_m3,consumo_gas_m3,reclamaciones,interrupciones,duracion_promedio_interrupciones,estado_medidor,tecnico_asignado,consumo_sospechoso,fraude_detectado,lectura_estimada
2022-02-01,Villa Carolina,5,11.678887488762712,17.53617731098783,17.454033764283412,2,3,39.58384249233589,mal calibrado,Carlos Ruiz,,0,no
2022-02-01,Altos del Prado,6,329.5297906347529,24.08038747549987,5.453071033706902,2,2,44.291130978275675,,Carlos Ruiz,,0,no
2022-02-01,El Tabor,3,200000.0,0.8042820964939068,6.725363254614116,3,1,31.814177870853616,,Juan C.,,0,no
2022-02-01,San Felipe,5,122.47378545516214,12.874916459505357,11.900482725868123,0,1,47.0836716712027,bien,María G.,,0,no
2022-02-01,Montecristo,4,257.0763921374677,,17.474000501666374,3,2,48.63634896649313,,María G.,,0,no
2022-02-01,Lucero,4,292.7876194323428,9.164795412861974,18.083499239650177,1,1,41.16190973425332,bien,,,0,sí
01-02-2022,Los Alpes,6,271.7576202774198,12.59834638238841,29.656667567854754,2,0,46.276802547493666,bien,María G.,,0,sí
2022-02-01,Campo Alegre,3,223.20212010699575,0.0,16.18131521987497,0,2,27.057328755533426,dañado,Carlos Ruiz,,0,no
2022-02-01,La Concepción,3,166.275779633526,200.0,12.266355387445579,1,2,36.23336818788939,bien,Carlos Ruiz,,0,no
2022-02-01,Nueva Granada,4,,20.52891556647702,8.702798136474652,1,2,41.75385334203979,bien,Laura Pérez,,0,no
2022-02-01,Betania,1,299.58793833082905,1500.0,30.31243806320505,1,0,44.19016887866315,mal calibrado,Laura Pérez,,0,no
2022-02-01,Villa Santos,3,42.2546598513938,17.349838455462255,26.342591243745243,0,3,33.03785959855221,,María G.,sí,0,no
2022-03-01,Las Mercedes,6,171.83446708035007,31.163370854554163,13.306227953014611,3,1,41.479206535431814,dañado,Carlos Ruiz,,0,no
2022-03-01,Los Robles,6,,13.417384137596624,18.245896012424552,3,2,48.47952444847321,bien,,,0,no
2022-03-01,Santa María,2,196.65963686182047,18.89641115952167,11.94559710477922,1,0,43.28380675115565,bien,Carlos Ruiz,No,0,no
2022-03-01,Villa Carolina,6,134.04675732788797,20.66866951879467,19.386210623043773,1,2,41.262006248237725,bien,Carlos Ruiz,,0,no
2022-03-01,Altos del Prado,6,0.0,24.66811166707952,16.561799121087184,0,2,48.893748540193506,,,,0,no
2022-03-01,El Tabor,2,165.65669075277398,28.601617488160866,4.011714498137536,3,3,50.708973875123604,,Carlos Ruiz,,0,sí
2022-03-01,San Felipe,1,247.19532838698336,23.191419154924805,19.23301208883257,1,1,35.30001748022605,,Laura Pérez,,0,no
2022-03-01,Montecristo,3,,26.697488392999087,17.680814220292856,3,1,37.513964225753604,mal calibrado,Juan C.,,0,no
2022-03-01,Lucero,3,205.00142138082316,25.90562875388796,20.954188093234418,1,1,37.79591767625279,bien,María G.,,0,sí
2022-03-01,Los Alpes,3,310.00950410603485,18.939976991896607,6.822925593826474,0,0,37.371720732298144,,,,0,no
01-03-2022,Campo Alegre,3,209.69008131613853,37.076265969771,15.84976451661718,1,1,34.4670594414488,bien,María G.,,0,no
2022-03-01,La Concepción,1,295.7445811482858,15.943048749637347,20.772295164801832,2,2,30.18814328153208,mal calibrado,,,0,no
2022-03-01,Nueva Granada,3,297.26437952218043,26.97690298408294,,1,0,42.49655678235974,bien,Juan C.,,0,no
2022-03-01,Betania,2,202.74419195538823,18.180723938546144,31.444265503587314,0,3,57.01148471178567,bien,Carlos Ruiz,,0,sí
2022-03-01,Villa Santos,1,226.80301803185716,34.24010809420168,28.889474988891145,1,3,30.902868955710222,mal calibrado,,,0,no
2022-04-01,Las Mercedes,6,50000.0,,17.128293266628237,1,3,43.02182129857309,bien,Juan C.,,0,no
2022-04-01,Los Robles,6,215.58878048332838,44.19518072986567,17.993953661411194,3,0,36.93533269157949,mal calibrado,Laura Pérez,,0,no
2022-04-01,Santa María,6,46.43003180704383,17.08748010857492,12.806297363218393,5,0,50.01770327807854,mal calibrado,,,0,no
2022-04-01,Villa Carolina,1,384.5605366256226,7.875603195334033,16.654352217706972,2,2,48.98591459859056,dañado,Carlos Ruiz,,0,no
2022-04-01,Altos del Prado,5,125.25650247014413,28.408650130414614,16.823391614543056,2,0,58.226664233293064,mal calibrado,Juan C.,,0,no
2022-04-01,El Tabor,2,259.97445465947993,24.113929189988546,13.966061840375353,0,0,35.41930668922945,mal calibrado,Carlos Ruiz,,0,no
01-04-2022,San Felipe,2,235.48702201370224,33.353267332400726,25.167260691926714,3,2,32.040000854317135,,Carlos Ruiz,,0,sí
2022-04-01,Montecristo,2,169.5225441670423,7.997848463300457,20.373899723739548,3,2,43.33810758286549,dañado,Carlos Ruiz,,0,no
2022-04-01,Lucero,6,148.35423681135455,,19.81163477899755,2,0,47.070889627624595,mal calibrado,Laura Pérez,,0,no
2022-04-01,Los Alpes,5,171.48924549668965,24.920799496306298,20.690181162633916,2,0,26.36242389202983,bien,Carlos Ruiz,,0,no
2022-04-01,Campo Alegre,5,154.0840056155718,38.69156851001606,5.502996922004726,5,2,,bien,Juan C.,,0,no
2022-04-01,La Concepción,3,97.73623346382163,32.7926314718404,27.1012789926707,2,1,35.78302891667907,dañado,Carlos Ruiz,,0,no
2022-04-01,Nueva Granada,2,264.72998562192623,23.325800216065666,15.104247641326097,4,0,48.825045648557925,,Carlos Ruiz,,1,no
2022-04-01,Betania,2,253.41858388389255,7.1246043382840085,17.553077057818925,1,2,37.4675331818999,bien,Carlos Ruiz,,0,no
2022-04-01,Villa Santos,2,266.4519784642364,600.0,23.35102580270707,2,0,36.156980072157424,mal calibrado,María G.,,0,no
01-05-2022,Las Mercedes,4,,23.160842426204127,20.99699639282997,2,0,50.934691684843564,,Laura Pérez,No,0,no
2022-05-01,Los Robles,2,118.23628342554537,18.59677246830529,13.47176852924675,0,2,35.2496374219494,dañado,María G.,,0,no
2022-05-01,Santa María,6,107.91061967346795,33.93134361234821,25.026986125796704,2,2,35.067159567636025,mal calibrado,,,0,sí
2022-05-01,Villa Carolina,2,158.02498876355648,9.855973272460073,14.214673415400645,2,1,41.06605787089022,bien,,,0,no
2022-05-01,Altos del Prado,5,41.316296344132155,33.528073359249646,8.627997642483225,1,2,51.65367960049436,,Carlos Ruiz,,0,no
2022-05-01,El Tabor,6,216.50420559556713,15.678273386702596,20.232837270511723,2,0,,mal calibrado,Laura Pérez,,0,sí
01-05-2022,San Felipe,4,154.48871721829872,35.36461966647098,14.790648348553452,1,0,36.32215414900618,bien,Juan C.,,0,no
2022-05-01,Montecristo,6,252.67671649717005,37.55246004684376,26.80480996093321,1,1,22.853061406901126,bien,Juan C.,,0,no
2022-05-01,Lucero,4,156.07209760771926,28.29836046947821,19.916766140523894,1,1,49.983167664863366,dañado,,,0,no
2022-05-01,Los Alpes,5,216.04483767374307,45.26726949023932,3.0029731968545104,1,0,50.797916236405,mal calibrado,María G.,,0,no
2022-05-01,Campo Alegre,3,205.90894174132376,27.529191146827735,23.324772056113872,2,0,51.94866215447095,bien,Laura Pérez,,0,no
2022-05-01,La Concepción,6,226.22015974439623,22.984895197111655,,3,0,30.184995723889685,dañado,Carlos Ruiz,,0,no
2022-05-01,Nueva Granada,6,153.05516736783346,32.43941065997337,16.175874956563135,3,0,38.03320016817603,bien,Juan C.,,0,no
2022-05-01,Betania,3,137.78988742336077,19.386315184714775,18.270498308486765,0,2,35.52804217694401,,Juan C.,,0,sí
2022-05-01,Villa Santos,4,-8.0,32.38628661107609,20.96853670450008,2,2,43.239312791673036,bien,,,0,no
2022-06-01,Las Mercedes,1,186.40146905314984,26.24405751602261,11.364039572804362,2,1,33.62285820474746,bien,Laura Pérez,,0,no
2022-06-01,Los Robles,2,193.1343583558394,29.2965329681916,31.723420075661426,3,0,30.51271192613723,bien,Laura Pérez,no,0,no
2022-06-01,Santa María,1,219.31624570124313,44.422801930954435,13.232700713349264,1,1,32.760682783551914,bien,María G.,sí,0,no
2022-06-01,Villa Carolina,4,313.6801495109504,6.794307084334946,29.81935477281635,2,0,38.928888587474276,bien,Carlos Ruiz,,0,no
2022-06-01,Altos del Prado,3,104.40674475703551,10.743740177234686,20.042487552557294,1,2,41.136446492752,bien,Carlos Ruiz,,0,no
2022-06-01,El Tabor,4,147.4250774893232,31.833404016329524,16.022722535243354,2,2,45.17037895522858,,María G.,No,0,no
2022-06-01,San Felipe,4,94.99805620398052,43.69595658308671,16.917703403802392,2,3,42.11081360859148,dañado,María G.,,0,no
2022-06-01,Montecristo,1,60.42469625971694,38.4145392558347,23.21721099279033,0,2,32.21507711822944,bien,Juan C.,,0,no
2022-06-01,Lucero,5,30.417354754930756,30.06362860497795,8.902706910953782,1,0,37.835035363776505,mal calibrado,Laura Pérez,no,0,no
2022-06-01,Los Alpes,3,265.8701089547199,4.897782105417107,16.67114819049513,2,0,36.85112450121125,,Carlos Ruiz,,0,no
2022-06-01,Campo Alegre,4,0.0,31.574179109885748,13.485106044453591,4,1,42.64114092631259,,Carlos Ruiz,,0,no
2022-06-01,La Concepción,2,266.02127041305187,24.97616901449325,24.632353894039298,1,1,51.99227523727541,bien,,,0,sí
2022-06-01,Nueva Granada,2,190.03580703515507,10.793377887946143,,2,0,43.41677853433334,dañado,Juan C.,,0,no
2022-06-01,Betania,4,132.1191585564259,15.080402546290973,21.42374789928231,0,3,38.731066583589424,bien,,No,0,no
2022-06-01,Villa Santos,6,258.75589820901087,31.011101405624288,25.156468519768396,0,2,38.08701044397633,dañado,Juan C.,,1,no
2022-06-01,Betania,4,132.1191585564259,15.080402546290973,21.42374789928231,0,3,38.731066583589424,bien,,No,0,no
2022-01-01,Villa Carolina,6,248.46838281089651,29.616320748578765,,0,2,36.98403872666371,,María G.,No,1,no
2022-04-01,Las Mercedes,6,50000.0,,17.128293266628237,1,3,43.02182129857309,bien,Juan C.,,0,no
2022-04-01,Los Alpes,5,171.48924549668965,24.920799496306298,20.690181162633916,2,0,26.36242389202983,bien,Carlos Ruiz,,0,no
2022-02-01,Nueva Granada,4,,20.52891556647702,8.702798136474652,1,2,41.75385334203979,bien,Laura Pérez,,0,no
2022-01-01,Villa Santos,4,36.52353480292487,19.321337042899238,12.940969271305185,3,0,56.26635015573166,bien,María G.,,0,no
2022-01-01,Lucero,2,175.71531941648897,37.298172200337554,17.788750404687324,1,1,51.96805770173742,bien,Carlos Ruiz,,0,no
2022-03-01,Los Alpes,3,310.00950410603485,18.939976991896607,6.822925593826474,0,0,37.371720732298144,,,,0,no
2022-04-01,Nueva Granada,2,264.72998562192623,23.325800216065666,15.104247641326097,4,0,48.825045648557925,,Carlos Ruiz,,1,no
2022-06-01,Lucero,5,30.417354754930756,30.06362860497795,8.902706910953782,1,0,37.835035363776505,mal calibrado,Laura Pérez,no,0,no
